geo_code_long,GEO_NAME,year,raceth,racethd,immig,sex,racethdimmigsex,phhnocar_acsglyt,nhhnocar_acsglyt,phhrent_acsglyt,pbaplus_acsglyt,pnhw_acsglyt,pnhb_acsglyt,phis_acsglyt,pnhapi_acsglyt,pnaian_acsglyt,pnhoo_acsglyt,ppoc_acsglyt
04000000000005127,"Scott, AR",2000,All,All,All,All people,All,.0743,322,.2580,.0845,.9051,.0022,.0571,.0095,.0139,.0121,.0949
04000000000005129,"Searcy, AR",2000,All,All,All,All people,All,.0788,276,.2228,.0825,.9676,.0004,.0104,.0015,.0074,.0128,.0324
04000000000005131,"Sebastian, AR",2000,All,All,All,All people,All,.0828,3752,.3645,.1660,.7996,.0609,.0670,.0352,.0147,.0226,.2004
04000000000005133,"Sevier, AR",2000,All,All,All,All people,All,.0642,367,.2583,.0925,.7249,.0480,.1972,.0017,.0163,.0118,.2751
04000000000005135,"Sharp, AR",2000,All,All,All,All people,All,.0570,411,.1989,.1026,.9640,.0049,.0098,.0014,.0066,.0133,.0360
04000000000005137,"Stone, AR",2000,All,All,All,All people,All,.0812,387,.2215,.0975,.9646,.0008,.0108,.0007,.0072,.0159,.0354
04000000000005139,"Union, AR",2000,All,All,All,All people,All,.1060,1908,.2715,.1490,.6564,.3187,.0114,.0039,.0022,.0074,.3436
04000000000005141,"Van Buren, AR",2000,All,All,All,All people,All,.0664,455,.1890,.1155,.9604,.0031,.0133,.0027,.0073,.0133,.0396
04000000000005143,"Washington, AR",2000,All,All,All,All people,All,.0570,3424,.4059,.2455,.8456,.0216,.0820,.0204,.0117,.0187,.1544
04000000000005145,"White, AR",2000,All,All,All,All people,All,.0675,1697,.2705,.1552,.9257,.0356,.0188,.0034,.0041,.0124,.0743
04000000000005147,"Woodruff, AR",2000,All,All,All,All people,All,.1486,526,.3439,.0807,.6749,.3056,.0079,.0017,.0022,.0078,.3251
04000000000005149,"Yell, AR",2000,All,All,All,All people,All,.0708,562,.2709,.1093,.8349,.0140,.1273,.0069,.0050,.0119,.1651
04000000000006001,"Alameda, CA",2000,All,All,All,All people,All,.1095,57283,.4530,.3491,.4094,.1462,.1897,.2086,.0037,.0424,.5906
04000000000006003,"Alpine, CA",2000,All,All,All,All people,All,.0591,28,.3202,.2793,.7177,.0058,.0778,.0041,.1556,.0389,.2823
04000000000006005,"Amador, CA",2000,All,All,All,All people,All,.0577,735,.2459,.1663,.8239,.0384,.0891,.0101,.0153,.0232,.1761
04000000000006007,"Butte, CA",2000,All,All,All,All people,All,.0765,6082,.3925,.2184,.8001,.0133,.1050,.0342,.0162,.0311,.1999
04000000000006009,"Calaveras, CA",2000,All,All,All,All people,All,.0577,951,.2128,.1711,.8745,.0074,.0682,.0088,.0150,.0261,.1255
04000000000006011,"Colusa, CA",2000,All,All,All,All people,All,.0748,454,.3673,.1062,.4796,.0047,.4654,.0153,.0168,.0182,.5204
04000000000006013,"Contra Costa, CA",2000,All,All,All,All people,All,.0650,22355,.3072,.3501,.5790,.0915,.1768,.1115,.0038,.0372,.4210
04000000000006015,"Del Norte, CA",2000,All,All,All,All people,All,.1033,947,.3619,.1099,.7014,.0424,.1392,.0232,.0579,.0359,.2986
04000000000006017,"El Dorado, CA",2000,All,All,All,All people,All,.0457,2688,.2532,.2649,.8492,.0048,.0932,.0219,.0081,.0229,.1508
04000000000006019,"Fresno, CA",2000,All,All,All,All people,All,.1119,28304,.4352,.1755,.3972,.0504,.4399,.0797,.0078,.0250,.6028
04000000000006021,"Glenn, CA",2000,All,All,All,All people,All,.0803,736,.3602,.1070,.6256,.0044,.2964,.0335,.0166,.0236,.3744
04000000000006023,"Humboldt, CA",2000,All,All,All,All people,All,.0874,4479,.4238,.2301,.8159,.0082,.0649,.0177,.0531,.0402,.1841
04000000000006025,"Imperial, CA",2000,All,All,All,All people,All,.1109,4367,.4167,.1033,.2021,.0362,.7222,.0177,.0122,.0096,.7979
04000000000006027,"Inyo, CA",2000,All,All,All,All people,All,.0843,649,.3412,.1713,.7441,.0011,.1258,.0096,.0935,.0259,.2559
04000000000006029,"Kern, CA",2000,All,All,All,All people,All,.1041,21725,.3786,.1352,.4945,.0572,.3839,.0331,.0089,.0223,.5055
04000000000006031,"Kings, CA",2000,All,All,All,All people,All,.0930,3200,.4407,.1037,.4157,.0805,.4361,.0315,.0101,.0261,.5843
04000000000006033,"Lake, CA",2000,All,All,All,All people,All,.0850,2038,.2947,.1207,.8049,.0207,.1139,.0094,.0242,.0268,.1951
04000000000006035,"Lassen, CA",2000,All,All,All,All people,All,.0776,744,.3191,.1064,.7063,.0880,.1384,.0112,.0283,.0278,.2937
04000000000006037,"Los Angeles, CA",2000,All,All,All,All people,All,.1255,393270,.5214,.2486,.3109,.0947,.4456,.1206,.0027,.0255,.6891
04000000000006039,"Madera, CA",2000,All,All,All,All people,All,.0810,2926,.3376,.1200,.4662,.0383,.4428,.0133,.0138,.0257,.5338
04000000000006041,"Marin, CA",2000,All,All,All,All people,All,.0506,5094,.3640,.5131,.7855,.0281,.1106,.0461,.0025,.0271,.2145
04000000000006043,"Mariposa, CA",2000,All,All,All,All people,All,.0569,376,.3009,.2018,.8487,.0065,.0776,.0080,.0309,.0283,.1513
04000000000006045,"Mendocino, CA",2000,All,All,All,All people,All,.0785,2612,.3871,.2022,.7486,.0055,.1648,.0129,.0399,.0284,.2514
04000000000006047,"Merced, CA",2000,All,All,All,All people,All,.1043,6664,.4128,.1104,.4065,.0361,.4534,.0680,.0053,.0307,.5935
04000000000006049,"Modoc, CA",2000,All,All,All,All people,All,.0756,286,.2931,.1236,.8110,.0062,.1151,.0069,.0360,.0248,.1890
04000000000006051,"Mono, CA",2000,All,All,All,All people,All,.0514,264,.3993,.2893,.7653,.0041,.1769,.0117,.0208,.0212,.2347
04000000000006053,"Monterey, CA",2000,All,All,All,All people,All,.0713,8640,.4534,.2250,.4033,.0351,.4679,.0616,.0044,.0277,.5967
04000000000006055,"Napa, CA",2000,All,All,All,All people,All,.0617,2803,.3488,.2639,.6914,.0123,.2367,.0313,.0052,.0231,.3086
04000000000006057,"Nevada, CA",2000,All,All,All,All people,All,.0472,1739,.2424,.2609,.9029,.0025,.0565,.0084,.0072,.0224,.0971
04000000000006059,"Orange, CA",2000,All,All,All,All people,All,.0582,54433,.3861,.3081,.5126,.0150,.3076,.1377,.0030,.0242,.4874
04000000000006061,"Placer, CA",2000,All,All,All,All people,All,.0494,4612,.2678,.3028,.8343,.0076,.0967,.0301,.0068,.0245,.1657
04000000000006063,"Plumas, CA",2000,All,All,All,All people,All,.0644,581,.2995,.1751,.8871,.0062,.0565,.0061,.0213,.0228,.1129
04000000000006065,"Riverside, CA",2000,All,All,All,All people,All,.0708,35830,.3116,.1663,.5104,.0598,.3621,.0378,.0066,.0233,.4896
04000000000006067,"Sacramento, CA",2000,All,All,All,All people,All,.0869,39410,.4183,.2481,.5776,.0965,.1601,.1139,.0074,.0445,.4224
04000000000006069,"San Benito, CA",2000,All,All,All,All people,All,.0485,770,.3186,.1710,.4605,.0089,.4793,.0233,.0052,.0227,.5395
04000000000006071,"San Bernardino, CA",2000,All,All,All,All people,All,.0797,42127,.3549,.1592,.4400,.0879,.3916,.0483,.0057,.0265,.5600
04000000000006073,"San Diego, CA",2000,All,All,All,All people,All,.0804,79978,.4456,.2952,.5504,.0549,.2669,.0915,.0054,.0309,.4496
04000000000006075,"San Francisco, CA",2000,All,All,All,All people,All,.2857,94174,.6502,.4498,.4363,.0757,.1410,.3113,.0026,.0331,.5637
04000000000006077,"San Joaquin, CA",2000,All,All,All,All people,All,.0950,17250,.3962,.1453,.4737,.0641,.3053,.1131,.0063,.0374,.5263
04000000000006079,"San Luis Obispo, CA",2000,All,All,All,All people,All,.0527,4889,.3855,.2670,.7615,.0192,.1629,.0266,.0060,.0237,.2385
04000000000006081,"San Mateo, CA",2000,All,All,All,All people,All,.0610,15510,.3850,.3901,.4983,.0336,.2188,.2113,.0022,.0358,.5017
04000000000006083,"Santa Barbara, CA",2000,All,All,All,All people,All,.0685,9363,.4395,.2942,.5686,.0210,.3422,.0408,.0053,.0220,.4314
04000000000006085,"Santa Clara, CA",2000,All,All,All,All people,All,.0565,31984,.4016,.4048,.4423,.0264,.2398,.2566,.0031,.0317,.5577
04000000000006087,"Santa Cruz, CA",2000,All,All,All,All people,All,.0630,5739,.4002,.3418,.6552,.0085,.2679,.0343,.0046,.0295,.3448
04000000000006089,"Shasta, CA",2000,All,All,All,All people,All,.0704,4462,.3386,.1660,.8643,.0072,.0551,.0194,.0247,.0293,.1357
04000000000006091,"Sierra, CA",2000,All,All,All,All people,All,.0811,124,.2917,.1718,.9030,.0017,.0599,.0023,.0158,.0174,.0970
04000000000006093,"Siskiyou, CA",2000,All,All,All,All people,All,.0814,1510,.3277,.1775,.8332,.0126,.0757,.0129,.0362,.0294,.1668
04000000000006095,"Solano, CA",2000,All,All,All,All people,All,.0657,8566,.3482,.2139,.4924,.1460,.1764,.1325,.0056,.0472,.5076
04000000000006097,"Sonoma, CA",2000,All,All,All,All people,All,.0575,9921,.3590,.2854,.7450,.0133,.1734,.0319,.0076,.0288,.2550
04000000000006099,"Stanislaus, CA",2000,All,All,All,All people,All,.0856,12423,.3806,.1405,.5727,.0238,.3174,.0438,.0078,.0345,.4273
04000000000006101,"Sutter, CA",2000,All,All,All,All people,All,.0794,2147,.3854,.1529,.6022,.0180,.2221,.1129,.0119,.0329,.3978
04000000000006103,"Tehama, CA",2000,All,All,All,All people,All,.0774,1628,.3232,.1131,.7847,.0050,.1583,.0084,.0180,.0257,.2153
04000000000006105,"Trinity, CA",2000,All,All,All,All people,All,.0590,332,.2878,.1563,.8655,.0041,.0397,.0056,.0448,.0402,.1345
04000000000006107,"Tulare, CA",2000,All,All,All,All people,All,.0966,10666,.3849,.1150,.4182,.0139,.5077,.0318,.0082,.0201,.5818
04000000000006109,"Tuolumne, CA",2000,All,All,All,All people,All,.0547,1149,.2877,.1614,.8509,.0208,.0816,.0084,.0159,.0224,.1491
04000000000006111,"Ventura, CA",2000,All,All,All,All people,All,.0502,12233,.3242,.2696,.5675,.0179,.3342,.0542,.0042,.0219,.4325
04000000000006113,"Yolo, CA",2000,All,All,All,All people,All,.0843,5008,.4693,.3411,.5807,.0186,.2591,.0998,.0069,.0349,.4193
04000000000006115,"Yuba, CA",2000,All,All,All,All people,All,.0949,1956,.4600,.1039,.6530,.0298,.1735,.0760,.0217,.0460,.3470
04000000000008001,"Adams, CO",2000,All,All,All,All people,All,.0609,7442,.3034,.1663,.6335,.0280,.2819,.0323,.0065,.0178,.3665
04000000000008003,"Alamosa, CO",2000,All,All,All,All people,All,.0841,460,.3596,.2696,.5405,.0071,.4141,.0083,.0124,.0176,.4595
04000000000008005,"Arapahoe, CO",2000,All,All,All,All people,All,.0559,10672,.3195,.3704,.7393,.0743,.1181,.0401,.0047,.0236,.2607
04000000000008007,"Archuleta, CO",2000,All,All,All,All people,All,.0508,202,.2322,.2901,.8009,.0031,.1676,.0033,.0102,.0149,.1991
04000000000008009,"Baca, CO",2000,All,All,All,All people,All,.0383,73,.2346,.1402,.9041,.0002,.0702,.0024,.0102,.0128,.0959
04000000000008011,"Bent, CO",2000,All,All,All,All people,All,.0612,122,.3223,.1140,.6325,.0347,.3024,.0052,.0105,.0147,.3675
04000000000008013,"Boulder, CO",2000,All,All,All,All people,All,.0551,5867,.3555,.5318,.8360,.0082,.1046,.0308,.0041,.0163,.1640
04000000000008014,"Broomfield County, CO",2000,All,All,All,All people,All,.0295,441,.2344,.3828,,,,,,,
04000000000008015,"Chaffee, CO",2000,All,All,All,All people,All,.0532,350,.2673,.2432,.8727,.0158,.0858,.0042,.0093,.0123,.1273
04000000000008017,"Cheyenne, CO",2000,All,All,All,All people,All,.0483,42,.2494,.1415,.9045,.0040,.0811,.0013,.0040,.0049,.0955
04000000000008019,"Clear Creek, CO",2000,All,All,All,All people,All,.0294,118,.2406,.3881,.9396,.0028,.0387,.0039,.0049,.0101,.0604
04000000000008021,"Conejos, CO",2000,All,All,All,All people,All,.0859,256,.2138,.1440,.3926,.0011,.5892,.0015,.0073,.0083,.6074
04000000000008023,"Costilla, CO",2000,All,All,All,All people,All,.1125,168,.2145,.1267,.2820,.0057,.6759,.0096,.0106,.0161,.7180
04000000000008025,"Crowley, CO",2000,All,All,All,All people,All,.0766,104,.2710,.1188,.6653,.0700,.2254,.0083,.0194,.0116,.3347
04000000000008027,"Custer, CO",2000,All,All,All,All people,All,.0476,70,.2104,.2667,.9418,.0034,.0251,.0029,.0106,.0163,.0582
04000000000008029,"Delta, CO",2000,All,All,All,All people,All,.0486,537,.2253,.1758,.8603,.0049,.1139,.0032,.0054,.0123,.1397
04000000000008031,"Denver, CO",2000,All,All,All,All people,All,.1386,33161,.4749,.3446,.5193,.1080,.3168,.0281,.0069,.0208,.4807
04000000000008033,"Dolores, CO",2000,All,All,All,All people,All,.0459,36,.2395,.1353,.9279,.0005,.0385,.0043,.0146,.0141,.0721
04000000000008035,"Douglas, CO",2000,All,All,All,All people,All,.0137,835,.1212,.5185,.8971,.0091,.0506,.0254,.0033,.0146,.1029
04000000000008037,"Eagle, CO",2000,All,All,All,All people,All,.0301,455,.3626,.4264,.7415,.0025,.2324,.0087,.0044,.0105,.2585
04000000000008039,"Elbert, CO",2000,All,All,All,All people,All,.0179,121,.1055,.2655,.9315,.0062,.0385,.0043,.0050,.0144,.0685
04000000000008041,"El Paso, CO",2000,All,All,All,All people,All,.0538,10347,.3532,.3176,.7618,.0627,.1130,.0270,.0064,.0292,.2382
04000000000008043,"Fremont, CO",2000,All,All,All,All people,All,.0640,976,.2407,.1353,.8107,.0529,.1035,.0052,.0133,.0145,.1893
04000000000008045,"Garfield, CO",2000,All,All,All,All people,All,.0473,767,.3486,.2383,.8095,.0029,.1667,.0048,.0052,.0109,.1905
04000000000008047,"Gilpin, CO",2000,All,All,All,All people,All,.0260,53,.2154,.3126,.9201,.0050,.0425,.0088,.0069,.0166,.0799
04000000000008049,"Grand, CO",2000,All,All,All,All people,All,.0355,180,.3168,.3455,.9305,.0048,.0436,.0074,.0038,.0099,.0695
04000000000008051,"Gunnison, CO",2000,All,All,All,All people,All,.0397,224,.4156,.4360,.9233,.0039,.0502,.0053,.0056,.0117,.0767
04000000000008053,"Hinsdale, CO",2000,All,All,All,All people,All,.0431,15,.3501,.3527,.9658,.0000,.0152,.0025,.0114,.0051,.0342
04000000000008055,"Huerfano, CO",2000,All,All,All,All people,All,.1142,353,.2938,.1616,.5838,.0267,.3514,.0041,.0135,.0205,.4162
04000000000008057,"Jackson, CO",2000,All,All,All,All people,All,.0424,28,.3207,.1985,.9207,.0000,.0653,.0006,.0063,.0070,.0793
04000000000008059,"Jefferson, CO",2000,All,All,All,All people,All,.0406,8329,.2745,.3653,.8489,.0082,.0995,.0231,.0052,.0151,.1511
04000000000008061,"Kiowa, CO",2000,All,All,All,All people,All,.0577,39,.2879,.1626,.9433,.0049,.0314,.0006,.0111,.0086,.0567
04000000000008063,"Kit Carson, CO",2000,All,All,All,All people,All,.0683,205,.2791,.1538,.8336,.0170,.1367,.0036,.0045,.0046,.1664
04000000000008065,"Lake, CO",2000,All,All,All,All people,All,.0635,189,.3191,.1951,.6156,.0015,.3614,.0031,.0072,.0113,.3844
04000000000008067,"La Plata, CO",2000,All,All,All,All people,All,.0511,884,.3162,.3635,.8231,.0027,.1040,.0044,.0502,.0155,.1769
04000000000008069,"Larimer, CO",2000,All,All,All,All people,All,.0396,3847,.3234,.3952,.8754,.0060,.0827,.0159,.0047,.0153,.1246
04000000000008071,"Las Animas, CO",2000,All,All,All,All people,All,.1019,629,.2963,.1623,.5515,.0034,.4145,.0043,.0106,.0156,.4485
04000000000008073,"Lincoln, CO",2000,All,All,All,All people,All,.0435,89,.3113,.1316,.8421,.0490,.0853,.0057,.0082,.0097,.1579
04000000000008075,"Logan, CO",2000,All,All,All,All people,All,.0564,425,.3015,.1457,.8442,.0200,.1190,.0043,.0043,.0081,.1558
04000000000008077,"Mesa, CO",2000,All,All,All,All people,All,.0511,2343,.2732,.2196,.8697,.0040,.1002,.0060,.0063,.0138,.1303
04000000000008079,"Mineral, CO",2000,All,All,All,All people,All,.0398,15,.2679,.3122,.9543,.0000,.0205,.0000,.0048,.0205,.0457
04000000000008081,"Moffat, CO",2000,All,All,All,All people,All,.0615,306,.2795,.1247,.8818,.0013,.0946,.0033,.0076,.0114,.1182
04000000000008083,"Montezuma, CO",2000,All,All,All,All people,All,.0613,565,.2524,.2099,.7753,.0013,.0950,.0025,.1080,.0179,.2247
04000000000008085,"Montrose, CO",2000,All,All,All,All people,All,.0574,749,.2513,.1867,.8242,.0023,.1486,.0045,.0068,.0136,.1758
04000000000008087,"Morgan, CO",2000,All,All,All,All people,All,.0596,568,.3151,.1345,.6695,.0021,.3118,.0026,.0049,.0091,.3305
04000000000008089,"Otero, CO",2000,All,All,All,All people,All,.0860,681,.3077,.1540,.5915,.0055,.3762,.0069,.0066,.0133,.4085
04000000000008091,"Ouray, CO",2000,All,All,All,All people,All,.0329,52,.2706,.3669,.9319,.0008,.0406,.0040,.0086,.0142,.0681
04000000000008093,"Park, CO",2000,All,All,All,All people,All,.0218,128,.1220,.3027,.9248,.0046,.0432,.0043,.0070,.0160,.0752
04000000000008095,"Phillips, CO",2000,All,All,All,All people,All,.0522,93,.2369,.1987,.8627,.0020,.1176,.0042,.0025,.0109,.1373
04000000000008097,"Pitkin, CO",2000,All,All,All,All people,All,.0428,292,.4093,.5695,.9063,.0037,.0654,.0112,.0024,.0110,.0937
04000000000008099,"Prowers, CO",2000,All,All,All,All people,All,.0801,425,.3384,.1189,.6509,.0024,.3291,.0035,.0052,.0089,.3491
04000000000008101,"Pueblo, CO",2000,All,All,All,All people,All,.0936,5109,.2958,.1834,.5770,.0169,.3797,.0064,.0065,.0136,.4230
04000000000008103,"Rio Blanco, CO",2000,All,All,All,All people,All,.0441,102,.2964,.1946,.9265,.0018,.0494,.0025,.0062,.0135,.0735
04000000000008105,"Rio Grande, CO",2000,All,All,All,All people,All,.0761,357,.2924,.1881,.5657,.0010,.4167,.0020,.0063,.0084,.4343
04000000000008107,"Routt, CO",2000,All,All,All,All people,All,.0346,275,.3074,.4251,.9478,.0012,.0322,.0047,.0035,.0106,.0522
04000000000008109,"Saguache, CO",2000,All,All,All,All people,All,.0896,207,.3058,.1970,.5160,.0002,.4526,.0044,.0123,.0145,.4840
04000000000008111,"San Juan, CO",2000,All,All,All,All people,All,.0865,25,.3297,.4316,.9122,.0000,.0735,.0054,.0036,.0054,.0878
04000000000008113,"San Miguel, CO",2000,All,All,All,All people,All,.0643,194,.4842,.4847,.9037,.0015,.0666,.0080,.0074,.0127,.0963
04000000000008115,"Sedgwick, CO",2000,All,All,All,All people,All,.0446,52,.2661,.1342,.8649,.0033,.1143,.0076,.0011,.0087,.1351
04000000000008117,"Summit, CO",2000,All,All,All,All people,All,.0328,299,.4099,.4829,.8668,.0067,.0979,.0092,.0036,.0158,.1332
04000000000008119,"Teller, CO",2000,All,All,All,All people,All,.0246,197,.1912,.3165,.9293,.0053,.0349,.0064,.0081,.0160,.0707
04000000000008121,"Washington, CO",2000,All,All,All,All people,All,.0306,61,.2629,.1432,.9273,.0004,.0629,.0012,.0030,.0051,.0727
04000000000008123,"Weld, CO",2000,All,All,All,All people,All,.0561,3547,.3136,.2163,.6995,.0045,.2705,.0087,.0043,.0125,.3005
04000000000008125,"Yuma, CO",2000,All,All,All,All people,All,.0454,173,.2896,.1557,.8611,.0010,.1288,.0009,.0021,.0060,.1389
04000000000009001,"Fairfield, CT",2000,All,All,All,All people,All,.0860,27879,.3076,.3985,.7310,.0960,.1188,.0325,.0012,.0205,.2690
04000000000009003,"Hartford, CT",2000,All,All,All,All people,All,.1120,37531,.3576,.2960,.7301,.1110,.1155,.0242,.0015,.0178,.2699
04000000000009005,"Litchfield, CT",2000,All,All,All,All people,All,.0538,3850,.2480,.2747,.9449,.0101,.0214,.0118,.0015,.0104,.0551
04000000000009007,"Middlesex, CT",2000,All,All,All,All people,All,.0602,3690,.2792,.3381,.8962,.0425,.0300,.0157,.0015,.0141,.1038
04000000000009009,"New Haven, CT",2000,All,All,All,All people,All,.1225,39087,.3689,.2763,.7482,.1084,.1009,.0234,.0018,.0174,.2518
04000000000009011,"New London, CT",2000,All,All,All,All people,All,.0712,7112,.3334,.2623,.8474,.0492,.0511,.0199,.0089,.0235,.1526
04000000000009013,"Tolland, CT",2000,All,All,All,All people,All,.0438,2163,.2653,.3279,.9094,.0255,.0284,.0228,.0017,.0122,.0906
04000000000009015,"Windham, CT",2000,All,All,All,All people,All,.0805,3314,.3258,.1897,.8861,.0159,.0709,.0086,.0042,.0143,.1139
04000000000010001,"Kent, DE",2000,All,All,All,All people,All,.0785,3705,.3002,.1864,.7208,.2034,.0321,.0169,.0060,.0207,.2792
04000000000010003,"New Castle, DE",2000,All,All,All,All people,All,.0883,16684,.2987,.2949,.7071,.1992,.0526,.0260,.0016,.0135,.2929
04000000000010005,"Sussex, DE",2000,All,All,All,All people,All,.0581,3638,.1929,.1661,.7845,.1469,.0441,.0077,.0048,.0119,.2155
04000000000011001,"District Of Columbia, DC",2000,All,All,All,All people,All,.3693,91699,.5924,.3907,.2783,.5945,.0786,.0268,.0022,.0197,.7217
04000000000012001,"Alachua, FL",2000,All,All,All,All people,All,.0727,6362,.4505,.3871,.6966,.1909,.0573,.0353,.0022,.0178,.3034
04000000000012003,"Baker, FL",2000,All,All,All,All people,All,.0657,463,.1874,.0819,.8261,.1385,.0188,.0043,.0037,.0086,.1739
04000000000012005,"Bay, FL",2000,All,All,All,All people,All,.0664,3956,.3139,.1767,.8279,.1048,.0242,.0178,.0074,.0179,.1721
04000000000012007,"Bradford, FL",2000,All,All,All,All people,All,.0865,735,.2104,.0840,.7497,.2057,.0238,.0067,.0031,.0108,.2503
04000000000012009,"Brevard, FL",2000,All,All,All,All people,All,.0534,10578,.2539,.2355,.8372,.0820,.0461,.0153,.0033,.0160,.1628
04000000000012011,"Broward, FL",2000,All,All,All,All people,All,.0934,61195,.3051,.2457,.5802,.2004,.1674,.0227,.0018,.0275,.4198
04000000000012013,"Calhoun, FL",2000,All,All,All,All people,All,.1056,471,.1977,.0769,.7763,.1558,.0378,.0057,.0118,.0126,.2237
04000000000012015,"Charlotte, FL",2000,All,All,All,All people,All,.0552,3523,.1631,.1757,.9042,.0423,.0330,.0086,.0020,.0098,.0958
04000000000012017,"Citrus, FL",2000,All,All,All,All people,All,.0516,2717,.1441,.1315,.9301,.0230,.0266,.0077,.0033,.0093,.0699
04000000000012019,"Clay, FL",2000,All,All,All,All people,All,.0331,1661,.2214,.2009,.8493,.0656,.0430,.0202,.0043,.0176,.1507
04000000000012021,"Collier, FL",2000,All,All,All,All people,All,.0485,4995,.2442,.2793,.7380,.0438,.1961,.0063,.0019,.0139,.2620
04000000000012023,"Columbia, FL",2000,All,All,All,All people,All,.0736,1540,.2288,.1091,.7796,.1685,.0274,.0069,.0047,.0129,.2204
04000000000012027,"Desoto, FL",2000,All,All,All,All people,All,.0824,888,.2532,.0844,.6118,.1252,.2490,.0042,.0024,.0075,.3882
04000000000012029,"Dixie, FL",2000,All,All,All,All people,All,.0695,362,.1354,.0675,.8774,.0890,.0180,.0027,.0043,.0085,.1226
04000000000012031,"Duval, FL",2000,All,All,All,All people,All,.0910,27648,.3688,.2191,.6352,.2754,.0410,.0273,.0030,.0180,.3648
04000000000012033,"Escambia, FL",2000,All,All,All,All people,All,.0836,9285,.3274,.2097,.7088,.2125,.0270,.0230,.0086,.0203,.2912
04000000000012035,"Flagler, FL",2000,All,All,All,All people,All,.0334,712,.1594,.2121,.8355,.0862,.0509,.0118,.0024,.0132,.1645
04000000000012037,"Franklin, FL",2000,All,All,All,All people,All,.0842,343,.2082,.1239,.7979,.1594,.0242,.0019,.0043,.0124,.2021
04000000000012039,"Gadsden, FL",2000,All,All,All,All people,All,.1187,1883,.2198,.1294,.3587,.5685,.0617,.0025,.0019,.0066,.6413
04000000000012041,"Gilchrist, FL",2000,All,All,All,All people,All,.0396,199,.1384,.0943,.8874,.0690,.0280,.0016,.0035,.0105,.1126
04000000000012043,"Glades, FL",2000,All,All,All,All people,All,.0650,249,.1830,.0971,.6861,.1046,.1507,.0031,.0447,.0108,.3139
04000000000012045,"Gulf, FL",2000,All,All,All,All people,All,.0744,370,.1897,.1021,.7870,.1685,.0203,.0044,.0061,.0137,.2130
04000000000012047,"Hamilton, FL",2000,All,All,All,All people,All,.1180,491,.2266,.0726,.5505,.3727,.0636,.0020,.0032,.0080,.4495
