geo_code_long,GEO_NAME,year,raceth,racethd,immig,sex,racethdimmigsex,phhnocar_acsglyt,nhhnocar_acsglyt,phhrent_acsglyt,pbaplus_acsglyt,pnhw_acsglyt,pnhb_acsglyt,phis_acsglyt,pnhapi_acsglyt,pnaian_acsglyt,pnhoo_acsglyt,ppoc_acsglyt
04000000000030039,"Granite, MT",2010,All,All,All,All people,All,.0507,74,.2361,.2387,.9639,.0010,.0143,.0010,.0042,.0156,.0361
04000000000030041,"Hill, MT",2010,All,All,All,All people,All,.0652,397,.3181,.2045,.7294,.0029,.0232,.0045,.2108,.0292,.2706
04000000000030043,"Jefferson, MT",2010,All,All,All,All people,All,.0298,132,.1448,.3202,.9402,.0014,.0196,.0036,.0139,.0212,.0598
04000000000030045,"Judith Basin, MT",2010,All,All,All,All people,All,.0381,33,.2295,.2848,.9720,.0005,.0116,.0010,.0082,.0068,.0280
04000000000030047,"Lake, MT",2010,All,All,All,All people,All,.0455,547,.3207,.2524,.6807,.0031,.0347,.0045,.2097,.0673,.3193
04000000000030049,"Lewis And Clark, MT",2010,All,All,All,All people,All,.0509,1328,.2718,.3470,.9243,.0032,.0250,.0062,.0199,.0214,.0757
04000000000030051,"Liberty, MT",2010,All,All,All,All people,All,.2145,175,.3725,.1702,.9803,.0009,.0034,.0017,.0021,.0115,.0197
04000000000030053,"Lincoln, MT",2010,All,All,All,All people,All,.0340,314,.2355,.1643,.9420,.0010,.0235,.0034,.0088,.0212,.0580
04000000000030055,"McCone, MT",2010,All,All,All,All people,All,.0130,9,.2233,.1858,.9740,.0017,.0075,.0012,.0040,.0115,.0260
04000000000030057,"Madison, MT",2010,All,All,All,All people,All,.0241,92,.3105,.3379,.9537,.0020,.0242,.0034,.0046,.0122,.0463
04000000000030059,"Meagher, MT",2010,All,All,All,All people,All,.0443,34,.3598,.1582,.9662,.0011,.0148,.0032,.0021,.0127,.0338
04000000000030061,"Mineral, MT",2010,All,All,All,All people,All,.0318,56,.3352,.1363,.9358,.0021,.0189,.0071,.0142,.0218,.0642
04000000000030063,"Missoula, MT",2010,All,All,All,All people,All,.0589,2602,.3927,.3843,.9102,.0038,.0262,.0121,.0242,.0235,.0898
04000000000030065,"Musselshell, MT",2010,All,All,All,All people,All,.0378,77,.2334,.1343,.9427,.0022,.0260,.0026,.0128,.0137,.0573
04000000000030067,"Park, MT",2010,All,All,All,All people,All,.0553,386,.2964,.3142,.9525,.0012,.0208,.0036,.0077,.0143,.0475
04000000000030069,"Petroleum, MT",2010,All,All,All,All people,All,.0141,4,.3145,.1378,.9838,.0000,.0101,.0000,.0000,.0061,.0162
04000000000030071,"Phillips, MT",2010,All,All,All,All people,All,.0220,40,.2417,.1578,.8617,.0002,.0190,.0026,.0806,.0357,.1383
04000000000030073,"Pondera, MT",2010,All,All,All,All people,All,.0922,213,.3007,.1933,.8224,.0011,.0141,.0021,.1411,.0192,.1776
04000000000030075,"Powder River, MT",2010,All,All,All,All people,All,.0189,13,.3358,.1609,.9438,.0006,.0138,.0017,.0155,.0247,.0562
04000000000030077,"Powell, MT",2010,All,All,All,All people,All,.0484,116,.2545,.1867,.9143,.0093,.0167,.0047,.0430,.0121,.0857
04000000000030079,"Prairie, MT",2010,All,All,All,All people,All,.0322,16,.1308,.1344,.9542,.0000,.0136,.0051,.0017,.0254,.0458
04000000000030081,"Ravalli, MT",2010,All,All,All,All people,All,.0250,416,.2206,.2496,.9391,.0018,.0297,.0056,.0075,.0162,.0609
04000000000030083,"Richland, MT",2010,All,All,All,All people,All,.0442,180,.3357,.1664,.9326,.0012,.0305,.0026,.0160,.0171,.0674
04000000000030085,"Roosevelt, MT",2010,All,All,All,All people,All,.0702,237,.3634,.1730,.3558,.0012,.0127,.0045,.5974,.0285,.6442
04000000000030087,"Rosebud, MT",2010,All,All,All,All people,All,.0518,167,.2955,.1762,.6018,.0025,.0339,.0049,.3333,.0237,.3982
04000000000030089,"Sanders, MT",2010,All,All,All,All people,All,.0432,221,.2147,.1561,.9042,.0015,.0204,.0029,.0416,.0294,.0958
04000000000030091,"Sheridan, MT",2010,All,All,All,All people,All,.0609,102,.2479,.1573,.9459,.0021,.0151,.0041,.0160,.0168,.0541
04000000000030093,"Silver Bow, MT",2010,All,All,All,All people,All,.0942,1398,.3418,.2294,.9215,.0030,.0366,.0054,.0172,.0163,.0785
04000000000030095,"Stillwater, MT",2010,All,All,All,All people,All,.0125,47,.2495,.2233,.9529,.0010,.0235,.0032,.0059,.0135,.0471
04000000000030097,"Sweet Grass, MT",2010,All,All,All,All people,All,.0060,9,.1868,.2883,.9562,.0011,.0140,.0063,.0041,.0184,.0438
04000000000030099,"Teton, MT",2010,All,All,All,All people,All,.0460,113,.2429,.2286,.9537,.0005,.0125,.0015,.0142,.0176,.0463
04000000000030101,"Toole, MT",2010,All,All,All,All people,All,.0838,167,.3685,.1736,.9040,.0053,.0242,.0045,.0438,.0182,.0960
04000000000030103,"Treasure, MT",2010,All,All,All,All people,All,.0533,17,.3229,.2088,.9276,.0000,.0348,.0042,.0084,.0251,.0724
04000000000030105,"Valley, MT",2010,All,All,All,All people,All,.0305,96,.2446,.1693,.8636,.0023,.0123,.0053,.0970,.0194,.1364
04000000000030107,"Wheatland, MT",2010,All,All,All,All people,All,.1076,100,.2196,.1641,.9520,.0032,.0148,.0051,.0042,.0208,.0480
04000000000030109,"Wibaux, MT",2010,All,All,All,All people,All,.0180,7,.2082,.1589,.9705,.0000,.0128,.0049,.0039,.0079,.0295
04000000000030111,"Yellowstone, MT",2010,All,All,All,All people,All,.0509,3041,.2971,.2896,.8817,.0058,.0470,.0069,.0363,.0223,.1183
04000000000031001,"Adams, NE",2010,All,All,All,All people,All,.0568,704,.2958,.2147,.8847,.0070,.0811,.0142,.0033,.0097,.1153
04000000000031003,"Antelope, NE",2010,All,All,All,All people,All,.0444,124,.2797,.1647,.9601,.0028,.0266,.0030,.0013,.0061,.0399
04000000000031005,"Arthur, NE",2010,All,All,All,All people,All,.0000,0,.3652,.1789,.9457,.0000,.0413,.0022,.0043,.0065,.0543
04000000000031007,"Banner, NE",2010,All,All,All,All people,All,.0719,23,.3375,.2510,.9507,.0000,.0377,.0000,.0043,.0072,.0493
04000000000031009,"Blaine, NE",2010,All,All,All,All people,All,.0000,0,.3471,.1981,.9916,.0021,.0000,.0000,.0000,.0063,.0084
04000000000031011,"Boone, NE",2010,All,All,All,All people,All,.0428,102,.2544,.1576,.9778,.0042,.0118,.0020,.0020,.0022,.0222
04000000000031013,"Box Butte, NE",2010,All,All,All,All people,All,.0482,231,.3259,.1952,.8458,.0043,.1023,.0030,.0290,.0156,.1542
04000000000031015,"Boyd, NE",2010,All,All,All,All people,All,.0290,27,.2489,.1324,.9643,.0005,.0157,.0081,.0043,.0071,.0357
04000000000031017,"Brown, NE",2010,All,All,All,All people,All,.0649,87,.2970,.1680,.9768,.0006,.0092,.0022,.0029,.0083,.0232
04000000000031019,"Buffalo, NE",2010,All,All,All,All people,All,.0427,737,.3454,.3197,.8921,.0077,.0744,.0128,.0022,.0108,.1079
04000000000031021,"Burt, NE",2010,All,All,All,All people,All,.0437,129,.2565,.1829,.9507,.0034,.0184,.0026,.0156,.0093,.0493
04000000000031023,"Butler, NE",2010,All,All,All,All people,All,.0246,85,.2472,.1568,.9639,.0029,.0232,.0032,.0012,.0056,.0361
04000000000031025,"Cass, NE",2010,All,All,All,All people,All,.0347,333,.1737,.2346,.9541,.0032,.0241,.0038,.0028,.0120,.0459
04000000000031027,"Cedar, NE",2010,All,All,All,All people,All,.0228,78,.1901,.1513,.9782,.0008,.0128,.0008,.0024,.0051,.0218
04000000000031029,"Chase, NE",2010,All,All,All,All people,All,.0368,63,.2415,.1457,.8802,.0013,.1114,.0010,.0005,.0055,.1198
04000000000031031,"Cherry, NE",2010,All,All,All,All people,All,.0790,198,.3405,.2263,.8999,.0019,.0166,.0037,.0543,.0236,.1001
04000000000031033,"Cheyenne, NE",2010,All,All,All,All people,All,.0202,88,.2992,.2715,.9081,.0019,.0610,.0163,.0052,.0075,.0919
04000000000031035,"Clay, NE",2010,All,All,All,All people,All,.0237,62,.2278,.1638,.9081,.0032,.0767,.0015,.0032,.0072,.0919
04000000000031037,"Colfax, NE",2010,All,All,All,All people,All,.0278,103,.1919,.1273,.5736,.0047,.4104,.0027,.0031,.0056,.4264
04000000000031039,"Cuming, NE",2010,All,All,All,All people,All,.0505,194,.2497,.1565,.9050,.0009,.0825,.0020,.0023,.0073,.0950
04000000000031041,"Custer, NE",2010,All,All,All,All people,All,.0379,174,.2292,.1801,.9645,.0026,.0197,.0014,.0028,.0090,.0355
04000000000031043,"Dakota, NE",2010,All,All,All,All people,All,.0619,451,.3281,.1080,.5520,.0305,.3532,.0316,.0222,.0105,.4480
04000000000031045,"Dawes, NE",2010,All,All,All,All people,All,.0426,153,.3676,.3647,.8776,.0142,.0333,.0152,.0371,.0225,.1224
04000000000031047,"Dawson, NE",2010,All,All,All,All people,All,.0487,434,.2821,.1465,.6357,.0292,.3184,.0072,.0030,.0065,.3643
04000000000031049,"Deuel, NE",2010,All,All,All,All people,All,.0408,38,.2170,.1815,.9474,.0005,.0386,.0026,.0031,.0077,.0526
04000000000031051,"Dixon, NE",2010,All,All,All,All people,All,.0406,97,.2294,.1298,.8822,.0023,.1037,.0020,.0038,.0060,.1178
04000000000031053,"Dodge, NE",2010,All,All,All,All people,All,.0532,797,.3327,.1728,.8754,.0050,.1005,.0058,.0035,.0098,.1246
04000000000031055,"Douglas, NE",2010,All,All,All,All people,All,.0799,15857,.3564,.3576,.7194,.1144,.1118,.0269,.0049,.0225,.2806
04000000000031057,"Dundy, NE",2010,All,All,All,All people,All,.0102,9,.2093,.2594,.9223,.0035,.0583,.0020,.0040,.0100,.0777
04000000000031059,"Fillmore, NE",2010,All,All,All,All people,All,.0295,76,.2271,.1757,.9540,.0051,.0302,.0015,.0037,.0054,.0460
04000000000031061,"Franklin, NE",2010,All,All,All,All people,All,.0332,46,.1964,.1630,.9752,.0003,.0102,.0009,.0031,.0102,.0248
04000000000031063,"Frontier, NE",2010,All,All,All,All people,All,.0251,29,.2439,.1984,.9750,.0000,.0127,.0015,.0018,.0091,.0250
04000000000031065,"Furnas, NE",2010,All,All,All,All people,All,.0354,76,.2154,.1629,.9568,.0016,.0266,.0024,.0030,.0095,.0432
04000000000031067,"Gage, NE",2010,All,All,All,All people,All,.0639,589,.2729,.1906,.9606,.0032,.0173,.0038,.0045,.0106,.0394
04000000000031069,"Garden, NE",2010,All,All,All,All people,All,.0144,14,.3168,.2023,.9441,.0019,.0389,.0000,.0049,.0102,.0559
04000000000031071,"Garfield, NE",2010,All,All,All,All people,All,.0366,32,.2057,.1376,.9868,.0015,.0073,.0010,.0000,.0034,.0132
04000000000031073,"Gosper, NE",2010,All,All,All,All people,All,.0137,11,.2322,.1640,.9560,.0039,.0240,.0020,.0010,.0132,.0440
04000000000031075,"Grant, NE",2010,All,All,All,All people,All,.0375,11,.3720,.1731,.9772,.0000,.0114,.0016,.0016,.0081,.0228
04000000000031077,"Greeley, NE",2010,All,All,All,All people,All,.0549,53,.1731,.1246,.9657,.0063,.0201,.0008,.0020,.0051,.0343
04000000000031079,"Hall, NE",2010,All,All,All,All people,All,.0545,1193,.3312,.1632,.7258,.0155,.2330,.0105,.0039,.0114,.2742
04000000000031081,"Hamilton, NE",2010,All,All,All,All people,All,.0225,78,.2301,.2176,.9688,.0021,.0198,.0021,.0013,.0059,.0312
04000000000031083,"Harlan, NE",2010,All,All,All,All people,All,.0310,48,.1784,.1692,.9766,.0003,.0131,.0020,.0032,.0047,.0234
04000000000031085,"Hayes, NE",2010,All,All,All,All people,All,.0227,10,.2977,.1664,.9597,.0000,.0341,.0041,.0010,.0010,.0403
04000000000031087,"Hitchcock, NE",2010,All,All,All,All people,All,.0359,46,.2352,.1365,.9697,.0021,.0144,.0010,.0041,.0086,.0303
04000000000031089,"Holt, NE",2010,All,All,All,All people,All,.0518,220,.2434,.1613,.9603,.0015,.0292,.0018,.0027,.0044,.0397
04000000000031091,"Hooker, NE",2010,All,All,All,All people,All,.0000,0,.1531,.2211,.9796,.0000,.0109,.0000,.0054,.0041,.0204
04000000000031093,"Howard, NE",2010,All,All,All,All people,All,.0250,67,.2171,.1386,.9670,.0024,.0174,.0022,.0026,.0084,.0330
04000000000031095,"Jefferson, NE",2010,All,All,All,All people,All,.0457,150,.1995,.1467,.9573,.0023,.0265,.0027,.0032,.0081,.0427
04000000000031097,"Johnson, NE",2010,All,All,All,All people,All,.0566,112,.2460,.1179,.8348,.0533,.0834,.0136,.0111,.0038,.1652
04000000000031099,"Kearney, NE",2010,All,All,All,All people,All,.0376,99,.2065,.2505,.9496,.0015,.0376,.0022,.0022,.0069,.0504
04000000000031101,"Keith, NE",2010,All,All,All,All people,All,.0303,113,.2704,.1948,.9235,.0019,.0566,.0039,.0030,.0110,.0765
04000000000031103,"Keya Paha, NE",2010,All,All,All,All people,All,.0376,13,.1618,.1399,.9891,.0000,.0049,.0012,.0012,.0036,.0109
04000000000031105,"Kimball, NE",2010,All,All,All,All people,All,.0710,118,.2918,.1979,.9058,.0016,.0639,.0076,.0076,.0136,.0942
04000000000031107,"Knox, NE",2010,All,All,All,All people,All,.0509,196,.2462,.1748,.8836,.0009,.0178,.0020,.0830,.0128,.1164
04000000000031109,"Lancaster, NE",2010,All,All,All,All people,All,.0587,6575,.3791,.3529,.8434,.0338,.0585,.0351,.0059,.0234,.1566
04000000000031111,"Lincoln, NE",2010,All,All,All,All people,All,.0366,551,.3169,.1897,.9023,.0065,.0717,.0054,.0045,.0097,.0977
04000000000031113,"Logan, NE",2010,All,All,All,All people,All,.0406,13,.3188,.1879,.9685,.0013,.0170,.0013,.0092,.0026,.0315
04000000000031115,"Loup, NE",2010,All,All,All,All people,All,.0000,0,.1488,.0998,.9763,.0016,.0206,.0000,.0016,.0000,.0237
04000000000031117,"McPherson, NE",2010,All,All,All,All people,All,.0735,15,.4118,.2435,.9796,.0037,.0037,.0000,.0000,.0130,.0204
04000000000031119,"Madison, NE",2010,All,All,All,All people,All,.0614,839,.3206,.2004,.8333,.0117,.1291,.0048,.0097,.0114,.1667
04000000000031121,"Merrick, NE",2010,All,All,All,All people,All,.0455,143,.2674,.1346,.9439,.0018,.0345,.0083,.0038,.0076,.0561
04000000000031123,"Morrill, NE",2010,All,All,All,All people,All,.0365,78,.3226,.2100,.8441,.0016,.1363,.0036,.0069,.0075,.1559
04000000000031125,"Nance, NE",2010,All,All,All,All people,All,.0537,82,.2402,.1160,.9711,.0021,.0174,.0005,.0024,.0064,.0289
04000000000031127,"Nemaha, NE",2010,All,All,All,All people,All,.0476,144,.2877,.2302,.9574,.0086,.0183,.0044,.0025,.0088,.0426
04000000000031129,"Nuckolls, NE",2010,All,All,All,All people,All,.0364,75,.2034,.1241,.9629,.0013,.0216,.0020,.0018,.0104,.0371
04000000000031131,"Otoe, NE",2010,All,All,All,All people,All,.0565,358,.2608,.2148,.9212,.0043,.0573,.0053,.0029,.0090,.0788
04000000000031133,"Pawnee, NE",2010,All,All,All,All people,All,.0535,70,.2177,.1476,.9675,.0032,.0126,.0029,.0014,.0123,.0325
04000000000031135,"Perkins, NE",2010,All,All,All,All people,All,.0516,64,.2669,.1840,.9589,.0034,.0320,.0017,.0010,.0030,.0411
04000000000031137,"Phelps, NE",2010,All,All,All,All people,All,.0363,139,.2539,.2265,.9462,.0013,.0406,.0026,.0023,.0070,.0538
04000000000031139,"Pierce, NE",2010,All,All,All,All people,All,.0305,89,.1745,.1425,.9769,.0015,.0128,.0017,.0021,.0051,.0231
04000000000031141,"Platte, NE",2010,All,All,All,All people,All,.0503,622,.2625,.1888,.8427,.0040,.1381,.0048,.0030,.0074,.1573
04000000000031143,"Polk, NE",2010,All,All,All,All people,All,.0206,46,.2493,.1613,.9593,.0011,.0289,.0015,.0018,.0074,.0407
04000000000031145,"Red Willow, NE",2010,All,All,All,All people,All,.0240,112,.3038,.2162,.9358,.0073,.0418,.0026,.0039,.0086,.0642
04000000000031147,"Richardson, NE",2010,All,All,All,All people,All,.0316,122,.2369,.1521,.9363,.0013,.0134,.0033,.0289,.0167,.0637
04000000000031149,"Rock, NE",2010,All,All,All,All people,All,.0182,13,.1487,.2327,.9843,.0007,.0013,.0020,.0059,.0059,.0157
04000000000031151,"Saline, NE",2010,All,All,All,All people,All,.0438,220,.3317,.1534,.7618,.0065,.2021,.0158,.0028,.0110,.2382
04000000000031153,"Sarpy, NE",2010,All,All,All,All people,All,.0245,1382,.2760,.3608,.8382,.0385,.0728,.0218,.0035,.0252,.1618
04000000000031155,"Saunders, NE",2010,All,All,All,All people,All,.0313,250,.1719,.2368,.9621,.0033,.0200,.0040,.0021,.0085,.0379
04000000000031157,"Scotts Bluff, NE",2010,All,All,All,All people,All,.0681,1015,.3455,.1948,.7555,.0042,.2106,.0060,.0144,.0093,.2445
04000000000031159,"Seward, NE",2010,All,All,All,All people,All,.0339,217,.2685,.2733,.9643,.0035,.0162,.0044,.0029,.0087,.0357
04000000000031161,"Sheridan, NE",2010,All,All,All,All people,All,.0296,72,.3007,.2259,.8336,.0022,.0313,.0037,.1028,.0265,.1664
04000000000031163,"Sherman, NE",2010,All,All,All,All people,All,.0463,63,.1527,.1566,.9819,.0010,.0098,.0029,.0006,.0038,.0181
04000000000031165,"Sioux, NE",2010,All,All,All,All people,All,.0167,10,.2826,.2604,.9458,.0008,.0397,.0008,.0015,.0114,.0542
04000000000031167,"Stanton, NE",2010,All,All,All,All people,All,.0298,72,.2195,.1203,.9347,.0059,.0458,.0010,.0041,.0085,.0653
04000000000031169,"Thayer, NE",2010,All,All,All,All people,All,.0352,79,.1740,.1609,.9711,.0019,.0145,.0029,.0015,.0080,.0289
04000000000031171,"Thomas, NE",2010,All,All,All,All people,All,.0000,0,.2289,.1625,.9722,.0015,.0185,.0031,.0015,.0031,.0278
04000000000031173,"Thurston, NE",2010,All,All,All,All people,All,.0774,159,.3437,.1324,.3947,.0024,.0274,.0012,.5605,.0138,.6053
04000000000031175,"Valley, NE",2010,All,All,All,All people,All,.0889,170,.2263,.1712,.9692,.0007,.0185,.0031,.0012,.0073,.0308
04000000000031177,"Washington, NE",2010,All,All,All,All people,All,.0393,292,.1852,.2907,.9590,.0059,.0207,.0030,.0020,.0093,.0410
04000000000031179,"Wayne, NE",2010,All,All,All,All people,All,.0404,134,.2998,.2801,.9268,.0132,.0418,.0063,.0027,.0092,.0732
04000000000031181,"Webster, NE",2010,All,All,All,All people,All,.0555,82,.2429,.1269,.9412,.0047,.0349,.0055,.0021,.0115,.0588
04000000000031183,"Wheeler, NE",2010,All,All,All,All people,All,.0089,3,.3185,.2353,.9804,.0000,.0073,.0049,.0012,.0061,.0196
04000000000031185,"York, NE",2010,All,All,All,All people,All,.0490,283,.2381,.2151,.9312,.0109,.0406,.0046,.0035,.0091,.0688
04000000000032001,"Churchill, NV",2010,All,All,All,All people,All,.0357,314,.3551,.1818,.7650,.0147,.1210,.0271,.0398,.0324,.2350
04000000000032003,"Clark, NV",2010,All,All,All,All people,All,.0751,52217,.4178,.2168,.4797,.0998,.2914,.0910,.0045,.0336,.5203
04000000000032005,"Douglas, NV",2010,All,All,All,All people,All,.0209,401,.2382,.2587,.8318,.0037,.1086,.0161,.0161,.0236,.1682
04000000000032007,"Elko, NV",2010,All,All,All,All people,All,.0342,592,.2893,.1577,.6909,.0067,.2286,.0102,.0468,.0168,.3091
04000000000032009,"Esmeralda, NV",2010,All,All,All,All people,All,.1400,71,.3531,.2108,.7727,.0000,.1533,.0038,.0421,.0281,.2273
04000000000032011,"Eureka, NV",2010,All,All,All,All people,All,.0221,16,.2693,.1780,.8364,.0010,.1198,.0091,.0211,.0126,.1636
04000000000032013,"Humboldt, NV",2010,All,All,All,All people,All,.0453,276,.2760,.1338,.6894,.0047,.2443,.0076,.0380,.0159,.3106
04000000000032015,"Lander, NV",2010,All,All,All,All people,All,.0324,63,.2792,.1293,.7375,.0029,.2111,.0036,.0341,.0107,.2625
04000000000032017,"Lincoln, NV",2010,All,All,All,All people,All,.0489,86,.2854,.1580,.8790,.0225,.0621,.0097,.0107,.0161,.1210
04000000000032019,"Lyon, NV",2010,All,All,All,All people,All,.0304,540,.2779,.1268,.7817,.0070,.1476,.0159,.0204,.0274,.2183
04000000000032021,"Mineral, NV",2010,All,All,All,All people,All,.1085,253,.2192,.0820,.6855,.0381,.0914,.0115,.1396,.0339,.3145
04000000000032023,"Nye, NV",2010,All,All,All,All people,All,.0455,816,.2818,.1049,.7888,.0190,.1358,.0165,.0135,.0264,.2112
04000000000032027,"Pershing, NV",2010,All,All,All,All people,All,.0556,110,.2955,.1241,.6819,.0372,.2233,.0139,.0256,.0181,.3181
04000000000032029,"Storey, NV",2010,All,All,All,All people,All,.0301,55,.0980,.1387,.8808,.0100,.0569,.0195,.0142,.0187,.1192
04000000000032031,"Washoe, NV",2010,All,All,All,All people,All,.0709,11406,.3977,.2672,.6602,.0216,.2224,.0561,.0137,.0260,.3398
04000000000032033,"White Pine, NV",2010,All,All,All,All people,All,.0549,191,.2336,.1342,.7629,.0387,.1322,.0105,.0383,.0174,.2371
04000000000032510,"Carson City, NV",2010,All,All,All,All people,All,.0616,1323,.3767,.2160,.7071,.0181,.2131,.0223,.0198,.0196,.2929
04000000000033001,"Belknap, NH",2010,All,All,All,All people,All,.0560,1396,.2313,.2687,.9578,.0043,.0120,.0117,.0020,.0121,.0422
04000000000033003,"Carroll, NH",2010,All,All,All,All people,All,.0452,902,.1935,.3028,.9679,.0026,.0099,.0064,.0026,.0106,.0321
04000000000033005,"Cheshire, NH",2010,All,All,All,All people,All,.0509,1530,.2849,.2982,.9536,.0047,.0141,.0120,.0022,.0133,.0464
04000000000033007,"Coos, NH",2010,All,All,All,All people,All,.0725,1081,.2855,.1608,.9621,.0043,.0121,.0050,.0032,.0133,.0379
04000000000033009,"Grafton, NH",2010,All,All,All,All people,All,.0556,1907,.2918,.3533,.9234,.0086,.0180,.0296,.0034,.0170,.0766
04000000000033011,"Hillsborough, NH",2010,All,All,All,All people,All,.0556,8512,.3103,.3455,.8765,.0185,.0530,.0324,.0019,.0177,.1235
04000000000033013,"Merrimack, NH",2010,All,All,All,All people,All,.0529,3013,.2797,.3274,.9427,.0099,.0160,.0160,.0024,.0130,.0573
04000000000033015,"Rockingham, NH",2010,All,All,All,All people,All,.0315,3611,.2141,.3662,.9417,.0061,.0208,.0169,.0014,.0131,.0583
04000000000033017,"Strafford, NH",2010,All,All,All,All people,All,.0755,3517,.3284,.3001,.9275,.0093,.0179,.0261,.0019,.0174,.0725
04000000000033019,"Sullivan, NH",2010,All,All,All,All people,All,.0735,1340,.2630,.2593,.9622,.0040,.0113,.0063,.0027,.0136,.0378
04000000000034001,"Atlantic, NJ",2010,All,All,All,All people,All,.1349,13707,.2928,.2357,.5859,.1489,.1684,.0746,.0018,.0204,.4141
04000000000034003,"Bergen, NJ",2010,All,All,All,All people,All,.0804,26836,.3253,.4447,.6254,.0518,.1605,.1444,.0010,.0170,.3746
04000000000034005,"Burlington, NJ",2010,All,All,All,All people,All,.0490,8097,.2100,.3348,.7065,.1588,.0642,.0432,.0015,.0258,.2935
04000000000034007,"Camden, NJ",2010,All,All,All,All people,All,.1138,21700,.3029,.2785,.6028,.1845,.1424,.0509,.0017,.0177,.3972
04000000000034009,"Cape May, NJ",2010,All,All,All,All people,All,.0928,4214,.2565,.2636,.8690,.0436,.0622,.0087,.0015,.0149,.1310
04000000000034011,"Cumberland, NJ",2010,All,All,All,All people,All,.1152,5854,.3259,.1330,.5031,.1872,.2706,.0120,.0070,.0201,.4969
04000000000034013,"Essex, NJ",2010,All,All,All,All people,All,.2267,62902,.5279,.3160,.3319,.3933,.2030,.0452,.0019,.0247,.6681
04000000000034015,"Gloucester, NJ",2010,All,All,All,All people,All,.0566,5810,.1908,.2692,.8106,.0968,.0476,.0263,.0013,.0174,.1894
04000000000034017,"Hudson, NJ",2010,All,All,All,All people,All,.3385,80464,.6566,.3464,.3082,.1124,.4223,.1324,.0015,.0231,.6918
04000000000034019,"Hunterdon, NJ",2010,All,All,All,All people,All,.0299,1410,.1444,.4749,.8774,.0252,.0524,.0326,.0008,.0117,.1226
04000000000034021,"Mercer, NJ",2010,All,All,All,All people,All,.1156,14931,.3213,.3823,.5454,.1947,.1509,.0892,.0015,.0182,.4546
04000000000034023,"Middlesex, NJ",2010,All,All,All,All people,All,.0831,23040,.3301,.3844,.4923,.0884,.1840,.2132,.0015,.0206,.5077
04000000000034025,"Monmouth, NJ",2010,All,All,All,All people,All,.0787,18298,.2415,.3918,.7669,.0697,.0967,.0495,.0010,.0163,.2331
04000000000034027,"Morris, NJ",2010,All,All,All,All people,All,.0509,9084,.2342,.4844,.7507,.0287,.1147,.0892,.0007,.0159,.2493
04000000000034029,"Ocean, NJ",2010,All,All,All,All people,All,.0678,15080,.1757,.2431,.8595,.0288,.0829,.0174,.0008,.0107,.1405
04000000000034031,"Passaic, NJ",2010,All,All,All,All people,All,.1656,26729,.4475,.2519,.4532,.1107,.3704,.0491,.0015,.0151,.5468
04000000000034033,"Salem, NJ",2010,All,All,All,All people,All,.0823,2066,.2575,.1826,.7678,.1353,.0682,.0084,.0028,.0175,.2322
04000000000034035,"Somerset, NJ",2010,All,All,All,All people,All,.0516,5906,.2031,.4980,.6241,.0850,.1301,.1408,.0009,.0192,.3759
04000000000034037,"Sussex, NJ",2010,All,All,All,All people,All,.0356,1990,.1519,.3138,.8876,.0164,.0644,.0176,.0010,.0130,.1124
04000000000034039,"Union, NJ",2010,All,All,All,All people,All,.1156,21371,.3850,.3120,.4535,.2082,.2734,.0459,.0010,.0179,.5465
04000000000034041,"Warren, NJ",2010,All,All,All,All people,All,.0519,2161,.2421,.2864,.8571,.0330,.0705,.0245,.0010,.0139,.1429
04000000000035001,"Bernalillo, NM",2010,All,All,All,All people,All,.0590,15292,.3545,.3154,.4148,.0246,.4786,.0228,.0396,.0196,.5852
04000000000035003,"Catron, NM",2010,All,All,All,All people,All,.0126,23,.1387,.2132,.7603,.0040,.1903,.0013,.0234,.0207,.2397
04000000000035005,"Chaves, NM",2010,All,All,All,All people,All,.0566,1329,.3075,.1569,.4387,.0164,.5201,.0061,.0070,.0117,.5613
04000000000035006,"Cibola, NM",2010,All,All,All,All people,All,.1058,856,.3166,.1151,.2152,.0081,.3650,.0057,.3925,.0134,.7848
04000000000035007,"Colfax, NM",2010,All,All,All,All people,All,.0517,298,.3192,.1992,.4991,.0028,.4719,.0039,.0095,.0128,.5009
04000000000035009,"Curry, NM",2010,All,All,All,All people,All,.0630,1091,.3863,.1816,.5074,.0573,.3952,.0124,.0060,.0217,.4926
04000000000035011,"De Baca, NM",2010,All,All,All,All people,All,.0242,19,.2054,.1974,.5935,.0010,.3853,.0000,.0045,.0158,.4065
04000000000035013,"Dona Ana, NM",2010,All,All,All,All people,All,.0564,4048,.3447,.2542,.3011,.0135,.6572,.0103,.0073,.0106,.6989
04000000000035015,"Eddy, NM",2010,All,All,All,All people,All,.0363,702,.2531,.1513,.5222,.0109,.4409,.0063,.0082,.0115,.4778
04000000000035017,"Grant, NM",2010,All,All,All,All people,All,.0472,592,.2299,.2409,.4864,.0063,.4829,.0044,.0073,.0127,.5136
04000000000035019,"Guadalupe, NM",2010,All,All,All,All people,All,.0395,59,.2252,.0744,.1607,.0141,.7958,.0124,.0098,.0073,.8393
04000000000035021,"Harding, NM",2010,All,All,All,All people,All,.0343,11,.0872,.1817,.5626,.0029,.4302,.0000,.0029,.0014,.4374
04000000000035023,"Hidalgo, NM",2010,All,All,All,All people,All,.0962,164,.3085,.1556,.4138,.0035,.5658,.0051,.0033,.0086,.5862
