fips,state,fi_rate,total_fi_people,child_fi_rate,num_fi_children,cost_per_meal,est_annual_food_budget_shortfall,region
25001,MA,7.9,16910,12.4, 4150 ,4.22,12190000.0,N
25003,MA,9.7,12350,13.2, 2980 ,3.57,7524000.0,N
25005,MA,10.1,56280,13.7, 16000 ,3.46,33223000.0,N
25007,MA,9.0,1550,12.9, 420 ,3.74,988000.0,N
25009,MA,7.2,55620,11.3, 19050 ,3.73,35416000.0,N
25011,MA,8.8,6280,12.3, 1570 ,3.67,3935000.0,N
25013,MA,10.0,46890,15.3, 15920 ,3.23,25848000.0,N
25015,MA,9.6,15430,11.2, 2770 ,3.91,10288000.0,N
25017,MA,7.5,118700,9.3, 30020 ,3.96,80231000.0,N
25019,MA,8.9,970,14.0, 310 ,3.7,612000.0,N
25021,MA,7.2,50190,9.0, 13410 ,3.79,32444000.0,N
25023,MA,8.1,41170,11.0, 12400 ,3.82,26842000.0,N
25025,MA,13.7,107030,14.2, 18900 ,4.19,76457000.0,N
25027,MA,8.6,70760,11.7, 20830 ,3.47,41955000.0,N
26001,MI,12.6,1310,18.5, 250 ,2.92,653000.0,W
26003,MI,13.4,1240,17.8, 250 ,3.23,684000.0,W
26005,MI,9.1,10420,12.8, 3620 ,2.78,4940000.0,W
26007,MI,12.8,3680,16.6, 910 ,3.02,1895000.0,W
26009,MI,11.6,2680,17.4, 760 ,3.36,1534000.0,W
26011,MI,14.3,2180,21.2, 590 ,2.79,1037000.0,W
26013,MI,14.9,1280,19.2, 300 ,3.29,718000.0,W
26015,MI,9.5,5680,12.9, 1740 ,2.49,2414000.0,W
26017,MI,12.4,13050,17.2, 3780 ,2.73,6088000.0,W
26019,MI,10.5,1840,15.0, 500 ,2.93,920000.0,W
26021,MI,14.5,22470,16.9, 5840 ,2.91,11177000.0,W
26023,MI,12.1,5250,17.2, 1750 ,2.51,2250000.0,W
26025,MI,14.2,19080,17.1, 5350 ,2.79,9094000.0,W
26027,MI,11.6,5960,15.2, 1660 ,3.14,3192000.0,W
26029,MI,11.2,2920,15.4, 800 ,3.53,1758000.0,W
26031,MI,15.1,3850,22.7, 1010 ,2.93,1926000.0,W
26033,MI,15.5,5890,19.6, 1400 ,2.9,2919000.0,W
26035,MI,15.2,4650,22.7, 1380 ,3.11,2467000.0,W
26037,MI,9.4,7240,11.6, 2070 ,3.17,3916000.0,W
26039,MI,13.3,1840,18.8, 480 ,2.78,872000.0,W
26041,MI,12.6,4580,16.8, 1240 ,3.12,2436000.0,W
26043,MI,12.1,3110,14.8, 760 ,3.27,1735000.0,W
26045,MI,11.2,12140,13.9, 3250 ,2.91,6019000.0,W
26047,MI,12.1,4000,15.5, 1040 ,2.9,1977000.0,W
26049,MI,16.5,67660,18.7, 17820 ,2.87,33140000.0,W
26051,MI,13.9,3520,21.2, 1040 ,3.04,1827000.0,W
26053,MI,14.8,2300,21.4, 520 ,2.99,1172000.0,W
26055,MI,10.1,9260,12.9, 2430 ,3.01,4756000.0,W
26057,MI,14.2,5880,17.6, 1480 ,2.73,2735000.0,W
26059,MI,12.6,5800,17.4, 1780 ,2.64,2615000.0,W
26061,MI,15.2,5520,15.7, 1160 ,3.24,3057000.0,W
26063,MI,11.5,3650,17.1, 1060 ,2.79,1738000.0,W
26065,MI,15.4,44130,15.9, 9160 ,3.0,22585000.0,W
26067,MI,11.0,7060,14.0, 2090 ,2.6,3132000.0,W
26069,MI,13.7,3480,19.9, 850 ,2.98,1770000.0,W
26071,MI,12.5,1410,18.3, 340 ,3.0,722000.0,W
26073,MI,16.4,11540,15.6, 1920 ,2.71,5334000.0,W
26075,MI,13.0,20650,16.7, 5860 ,2.78,9788000.0,W
26077,MI,14.0,36390,14.2, 8070 ,2.84,17656000.0,W
26079,MI,13.9,2410,18.8, 690 ,2.89,1190000.0,W
26081,MI,11.3,71970,12.8, 20230 ,2.99,36742000.0,W
26083,MI,13.5,290,19.8, 70 ,3.24,160000.0,W
26085,MI,16.9,1970,23.8, 460 ,2.64,887000.0,W
26087,MI,10.0,8790,13.9, 2660 ,2.81,4208000.0,W
26089,MI,8.7,1880,13.2, 490 ,6.18,1983000.0,W
26091,MI,10.9,10790,15.2, 3250 ,2.7,4969000.0,W
26093,MI,7.4,13790,10.3, 4380 ,3.06,7206000.0,W
26095,MI,14.8,950,22.0, 230 ,2.97,481000.0,W
26097,MI,15.6,1690,20.7, 370 ,2.86,824000.0,W
26099,MI,12.1,104830,14.1, 26390 ,2.98,53349000.0,W
26101,MI,12.7,3090,18.1, 790 ,3.17,1672000.0,W
26103,MI,13.6,9120,15.4, 1870 ,3.34,5200000.0,W
26105,MI,12.5,3590,18.6, 1110 ,2.57,1572000.0,W
26107,MI,15.0,6460,19.1, 1560 ,2.6,2865000.0,W
26109,MI,11.7,2730,16.8, 750 ,3.13,1457000.0,W
26111,MI,10.9,9120,13.4, 2450 ,2.87,4473000.0,W
26113,MI,12.4,1860,17.4, 600 ,2.91,925000.0,W
26115,MI,10.5,15740,14.0, 4650 ,2.9,7777000.0,W
26117,MI,12.7,8020,17.5, 2520 ,2.85,3897000.0,W
26119,MI,14.4,1340,21.8, 300 ,2.83,647000.0,W
26121,MI,14.5,25110,17.4, 7110 ,2.78,11932000.0,W
26123,MI,11.9,5680,16.8, 1850 ,2.58,2501000.0,W
26125,MI,10.9,135440,11.0, 29890 ,3.14,72570000.0,W
26127,MI,11.8,3120,17.8, 1090 ,3.1,1650000.0,W
26129,MI,14.2,2970,21.2, 840 ,2.75,1393000.0,W
26131,MI,13.7,830,20.5, 160 ,3.04,430000.0,W
26133,MI,14.0,3240,20.7, 1120 ,2.52,1391000.0,W
26135,MI,13.8,1140,19.3, 300 ,2.82,548000.0,W
26137,MI,12.4,3000,17.5, 910 ,2.63,1348000.0,W
26139,MI,8.4,23660,10.9, 7500 ,2.94,11864000.0,W
26141,MI,13.7,1760,20.5, 430 ,2.83,851000.0,W
26143,MI,15.2,3640,23.2, 840 ,2.87,1781000.0,W
26145,MI,14.7,28550,16.4, 6920 ,2.75,13406000.0,W
26147,MI,11.7,18660,15.4, 5350 ,2.83,9026000.0,W
26149,MI,11.6,7080,16.2, 2470 ,2.61,3158000.0,W
26151,MI,12.2,5050,17.2, 1570 ,2.7,2330000.0,W
26153,MI,15.7,1270,21.5, 320 ,3.16,685000.0,W
26155,MI,11.7,8000,15.9, 2400 ,2.62,3579000.0,W
26157,MI,12.5,6720,18.1, 2050 ,2.68,3069000.0,W
26159,MI,11.7,8830,16.3, 2940 ,2.63,3960000.0,W
26161,MI,13.2,47890,11.6, 8080 ,3.33,27174000.0,W
26163,MI,19.5,344440,19.2, 81080 ,2.93,172429000.0,W
26165,MI,13.2,4360,18.2, 1410 ,2.6,1934000.0,W
27001,MN,10.6,1680,17.1, 450 ,3.03,868000.0,M
27003,MN,7.4,25410,11.8, 9850 ,2.96,12824000.0,M
27005,MN,9.7,3270,15.4, 1270 ,3.26,1820000.0,M
27007,MN,12.8,5860,18.1, 2110 ,3.05,3046000.0,M
27009,MN,11.1,4380,15.5, 1530 ,3.41,2545000.0,M
27011,MN,9.9,500,15.4, 160 ,3.28,280000.0,M
27013,MN,12.0,7910,12.6, 1640 ,2.96,4002000.0,M
27015,MN,8.0,2020,13.1, 720 ,2.61,900000.0,M
27017,MN,9.9,3500,14.8, 1190 ,3.2,1910000.0,M
27019,MN,5.5,5440,9.5, 2580 ,4.04,3751000.0,M
27021,MN,11.2,3220,19.8, 1220 ,3.01,1652000.0,M
27023,MN,9.3,1120,15.2, 420 ,2.78,531000.0,M
27025,MN,6.8,3670,11.5, 1460 ,2.98,1869000.0,M
27027,MN,9.7,6040,13.0, 1910 ,3.06,3154000.0,M
27029,MN,13.4,1180,21.4, 470 ,3.15,634000.0,M
27031,MN,9.9,520,14.8, 120 ,3.13,278000.0,M
27033,MN,10.5,1200,16.4, 450 ,2.85,583000.0,M
27035,MN,9.5,6050,14.2, 2000 ,2.91,3006000.0,M
27037,MN,7.3,30470,11.2, 11570 ,3.2,16634000.0,M
27039,MN,6.4,1320,11.4, 630 ,3.22,726000.0,M
27041,MN,8.4,3120,12.2, 960 ,2.79,1483000.0,M
27043,MN,9.1,1270,14.8, 450 ,2.89,627000.0,M
27045,MN,8.9,1850,14.9, 750 ,3.34,1056000.0,M
27047,MN,8.5,2590,14.2, 950 ,3.16,1395000.0,M
27049,MN,8.8,4050,13.8, 1450 ,3.45,2385000.0,M
27051,MN,9.1,540,15.5, 200 ,2.75,253000.0,M
27053,MN,10.5,128620,12.6, 34160 ,3.43,75318000.0,M
27055,MN,8.3,1560,13.4, 540 ,3.1,825000.0,M
27057,MN,9.7,2020,16.4, 720 ,3.16,1089000.0,M
27059,MN,7.9,3030,12.6, 1190 ,2.8,1449000.0,M
27061,MN,11.2,5050,18.2, 1750 ,2.62,2255000.0,M
27063,MN,7.9,800,12.7, 290 ,2.99,408000.0,M
27065,MN,10.4,1660,17.0, 590 ,3.04,862000.0,M
27067,MN,8.2,3510,13.5, 1380 ,2.7,1619000.0,M
27069,MN,9.0,400,15.1, 140 ,3.12,213000.0,M
27071,MN,12.7,1620,20.1, 490 ,3.07,850000.0,M
27073,MN,8.5,580,13.0, 180 ,3.07,304000.0,M
27075,MN,8.4,890,14.8, 290 ,3.13,475000.0,M
27077,MN,8.6,330,13.2, 100 ,3.06,172000.0,M
27079,MN,7.9,2200,13.8, 920 ,3.24,1218000.0,M
27081,MN,9.0,520,13.8, 180 ,3.19,283000.0,M
27083,MN,10.0,2590,14.4, 920 ,3.13,1381000.0,M
27085,MN,7.8,2800,13.0, 1090 ,2.78,1330000.0,M
27087,MN,13.5,740,21.1, 360 ,3.13,395000.0,M
27089,MN,9.4,880,14.8, 320 ,3.09,465000.0,M
27091,MN,9.1,1820,14.1, 620 ,3.15,977000.0,M
27093,MN,8.2,1890,12.8, 720 ,3.17,1021000.0,M
27095,MN,10.5,2700,16.1, 1010 ,3.04,1403000.0,M
27097,MN,10.1,3310,15.4, 1190 ,3.16,1786000.0,M
27099,MN,8.6,3390,12.9, 1260 ,2.68,1552000.0,M
27101,MN,8.2,690,13.0, 230 ,2.98,351000.0,M
27103,MN,8.7,2920,11.7, 870 ,3.72,1855000.0,M
27105,MN,7.4,1620,13.9, 810 ,2.81,778000.0,M
27107,MN,9.3,610,16.0, 250 ,3.15,328000.0,M
27109,MN,8.2,12460,11.7, 4400 ,3.04,6456000.0,M
27111,MN,8.7,5020,13.7, 1710 ,2.58,2214000.0,M
27113,MN,10.3,1460,15.8, 520 ,3.09,771000.0,M
27115,MN,11.0,3190,16.7, 990 ,3.1,1687000.0,M
27117,MN,9.1,840,14.1, 320 ,2.9,416000.0,M
27119,MN,9.6,3030,14.6, 1100 ,3.28,1693000.0,M
27121,MN,7.9,870,12.0, 280 ,2.91,432000.0,M
27123,MN,11.9,63760,15.2, 19120 ,3.22,35027000.0,M
27125,MN,9.7,390,15.4, 150 ,3.19,212000.0,M
27127,MN,9.5,1460,15.4, 560 ,2.87,715000.0,M
27129,MN,8.4,1250,15.2, 510 ,2.84,606000.0,M
27131,MN,8.6,5630,13.7, 1980 ,2.97,2857000.0,M
27133,MN,8.4,790,12.5, 300 ,2.88,389000.0,M
27135,MN,9.3,1440,15.1, 580 ,3.09,760000.0,M
27137,MN,11.6,23160,15.8, 6080 ,3.28,12964000.0,M
27139,MN,5.9,8320,10.3, 4150 ,3.11,4420000.0,M
27141,MN,6.9,6380,12.2, 3050 ,3.06,3335000.0,M
27143,MN,7.3,1080,13.0, 470 ,3.14,578000.0,M
27145,MN,10.5,16250,13.8, 4940 ,3.0,8322000.0,M
27147,MN,8.2,2990,13.1, 1210 ,2.74,1399000.0,M
27149,MN,10.1,990,11.1, 220 ,2.84,480000.0,M
27151,MN,10.3,970,15.4, 320 ,2.78,461000.0,M
27153,MN,9.1,2210,15.6, 910 ,3.14,1185000.0,M
27155,MN,8.9,300,13.4, 90 ,3.13,160000.0,M
27157,MN,7.1,1530,11.4, 530 ,3.39,884000.0,M
27159,MN,11.5,1560,17.0, 570 ,2.91,775000.0,M
27161,MN,8.4,1590,13.2, 590 ,2.96,802000.0,M
27163,MN,6.2,15680,10.4, 6560 ,3.13,8377000.0,M
27165,MN,7.1,780,14.7, 390 ,2.92,389000.0,M
27167,MN,9.0,570,12.7, 190 ,3.09,300000.0,M
27169,MN,10.3,5270,12.7, 1190 ,3.48,3130000.0,M
27171,MN,6.5,8540,10.9, 4100 ,3.29,4790000.0,M
27173,MN,9.0,890,14.2, 330 ,3.1,471000.0,M
28001,MS,24.7,7790,30.6, 2240 ,3.04,4035000.0,S
28003,MS,14.9,5560,20.9, 1850 ,3.06,2904000.0,S
28005,MS,19.4,2440,23.0, 610 ,3.15,1311000.0,S
28007,MS,20.1,3770,22.7, 1090 ,3.13,2014000.0,S
28009,MS,17.3,1440,18.6, 340 ,2.95,726000.0,S
28011,MS,27.7,9170,28.9, 2390 ,3.07,4796000.0,S
28013,MS,18.1,2640,24.9, 880 ,3.17,1429000.0,S
28015,MS,15.9,1620,19.4, 390 ,2.99,827000.0,S
28017,MS,19.5,3380,23.0, 990 ,3.07,1772000.0,S
28019,MS,18.3,1530,26.3, 490 ,3.22,842000.0,S
28021,MS,33.2,3020,34.8, 690 ,3.16,1627000.0,S
28023,MS,17.3,2790,22.3, 820 ,2.95,1404000.0,S
28025,MS,23.3,4650,26.6, 1260 ,3.2,2541000.0,S
28027,MS,29.9,7270,29.7, 2010 ,3.03,3757000.0,S
28029,MS,20.5,5880,24.4, 1660 ,2.91,2920000.0,S
28031,MS,17.8,3410,23.2, 1110 ,3.07,1788000.0,S
28033,MS,12.6,21760,16.2, 7440 ,2.93,10876000.0,S
28035,MS,20.8,15800,22.9, 4030 ,3.29,8880000.0,S
28037,MS,18.0,1400,22.2, 420 ,2.96,706000.0,S
28039,MS,13.2,3100,20.6, 1290 ,2.95,1562000.0,S
28041,MS,15.5,2140,19.7, 550 ,3.17,1159000.0,S
28043,MS,20.2,4330,24.4, 1240 ,3.15,2326000.0,S
28045,MS,13.9,6430,21.0, 2130 ,3.27,3588000.0,S
28047,MS,17.5,35100,23.0, 11170 ,3.2,19145000.0,S
28049,MS,23.8,57860,22.5, 13620 ,3.3,32605000.0,S
28051,MS,33.5,6130,33.5, 1630 ,3.23,3376000.0,S
28053,MS,30.8,2670,31.7, 750 ,2.99,1361000.0,S
28055,MS,32.1,420,38.3, 70 ,3.08,221000.0,S
28057,MS,13.8,3250,21.1, 1090 ,2.94,1630000.0,S
28059,MS,15.0,21150,20.6, 7000 ,3.37,12150000.0,S
28061,MS,20.8,3440,24.6, 940 ,2.9,1703000.0,S
28063,MS,36.3,2710,35.9, 670 ,2.99,1383000.0,S
28065,MS,25.1,2920,27.2, 650 ,3.05,1520000.0,S
28067,MS,17.2,11770,22.5, 3940 ,3.0,6035000.0,S
28069,MS,24.9,2510,28.3, 580 ,3.05,1305000.0,S
28071,MS,18.4,9700,20.5, 1970 ,3.74,6184000.0,S
28073,MS,14.5,8750,18.6, 2860 ,3.16,4717000.0,S
28075,MS,19.7,15440,23.4, 4380 ,2.96,7799000.0,S
28077,MS,17.9,2270,23.2, 720 ,2.94,1141000.0,S
28079,MS,19.9,4560,24.5, 1530 ,2.79,2167000.0,S
28081,MS,16.1,13690,19.9, 4370 ,2.96,6908000.0,S
28083,MS,30.4,9170,30.1, 2520 ,2.97,4647000.0,S
28085,MS,18.2,6300,23.9, 2020 ,3.02,3246000.0,S
28087,MS,20.1,11950,23.1, 3290 ,3.23,6578000.0,S
28089,MS,14.8,15130,17.1, 4470 ,3.37,8689000.0,S
28091,MS,18.9,4810,24.5, 1480 ,3.06,2511000.0,S
28093,MS,18.1,6520,20.8, 1640 ,2.68,2984000.0,S
28095,MS,17.1,6150,21.6, 1790 ,2.99,3139000.0,S
28097,MS,20.0,2060,26.1, 620 ,3.0,1055000.0,S
28099,MS,16.8,4960,22.7, 1890 ,2.95,2495000.0,S
28101,MS,17.9,3830,23.4, 1280 ,2.69,1760000.0,S
28103,MS,26.9,2940,27.8, 780 ,3.19,1602000.0,S
28105,MS,22.1,10890,20.2, 1740 ,3.39,6293000.0,S
28107,MS,20.6,7070,23.0, 2010 ,3.08,3720000.0,S
28109,MS,14.3,7880,21.5, 2710 ,3.21,4312000.0,S
28111,MS,16.2,1950,22.2, 630 ,3.09,1029000.0,S
28113,MS,23.9,9510,26.3, 2820 ,2.87,4664000.0,S
28115,MS,13.6,4230,20.1, 1680 ,3.07,2215000.0,S
28117,MS,16.3,4150,23.9, 1390 ,2.88,2043000.0,S
28119,MS,29.0,2180,31.0, 580 ,3.0,1115000.0,S
28121,MS,11.7,17490,15.6, 5620 ,3.15,9389000.0,S
28123,MS,18.5,5250,23.7, 1780 ,2.63,2358000.0,S
28125,MS,26.7,1240,25.0, 290 ,3.08,652000.0,S
28127,MS,19.3,5240,25.1, 1690 ,2.83,2527000.0,S
28129,MS,15.3,2460,22.0, 870 ,3.01,1263000.0,S
28131,MS,15.3,2760,22.2, 900 ,3.33,1569000.0,S
28133,MS,28.5,7660,28.5, 1780 ,2.81,3677000.0,S
28135,MS,19.2,2790,25.7, 630 ,3.01,1433000.0,S
28137,MS,16.6,4700,22.0, 1480 ,2.99,2397000.0,S
28139,MS,15.7,3460,23.2, 1260 ,3.01,1779000.0,S
28141,MS,13.5,2630,21.3, 920 ,2.88,1293000.0,S
28143,MS,28.0,2880,24.9, 770 ,3.02,1486000.0,S
28145,MS,14.1,3980,20.4, 1460 ,2.96,2010000.0,S
28147,MS,20.4,2990,24.8, 880 ,3.02,1540000.0,S
28149,MS,21.5,10240,24.1, 2820 ,3.18,5549000.0,S
28151,MS,28.2,13550,28.4, 3600 ,3.07,7109000.0,S
28153,MS,19.7,4030,23.8, 1220 ,3.1,2129000.0,S
28155,MS,17.5,1720,24.9, 600 ,3.19,937000.0,S
28157,MS,28.2,2560,31.3, 620 ,3.11,1357000.0,S
28159,MS,21.2,3920,26.0, 1100 ,3.13,2094000.0,S
28161,MS,19.1,2370,22.3, 640 ,3.32,1341000.0,S
28163,MS,25.5,7020,27.7, 1900 ,3.12,3735000.0,S
29001,MO,17.5,4450,18.3, 840 ,2.63,1998000.0,M
29003,MO,10.5,1830,13.8, 550 ,2.78,868000.0,M
29005,MO,12.3,660,16.7, 170 ,3.03,341000.0,M
29007,MO,14.2,3670,19.3, 1160 ,2.54,1590000.0,M
29009,MO,13.0,4600,20.4, 1650 ,3.0,2351000.0,M
29011,MO,14.9,1780,20.9, 610 ,2.71,824000.0,M
29013,MO,13.0,2140,18.1, 720 ,2.84,1036000.0,M
29015,MO,14.0,2660,21.5, 720 ,2.79,1265000.0,M
29017,MO,14.0,1720,20.7, 570 ,2.83,830000.0,M
29019,MO,15.5,26980,15.2, 5400 ,3.13,14415000.0,M
29021,MO,14.1,12600,19.1, 3920 ,2.73,5869000.0,M
29023,MO,16.6,7090,21.3, 2130 ,2.6,3149000.0,M
29025,MO,12.4,1120,17.3, 380 ,2.99,572000.0,M
29027,MO,12.5,5580,17.3, 1660 ,3.1,2948000.0,M
29029,MO,13.2,5930,20.9, 1710 ,3.17,3204000.0,M
29031,MO,14.7,11480,17.4, 2910 ,2.77,5426000.0,M
29033,MO,14.1,1260,19.2, 390 ,2.73,587000.0,M
29035,MO,14.0,880,17.3, 270 ,2.67,401000.0,M
29037,MO,10.7,10940,15.1, 3840 ,2.88,5371000.0,M
29039,MO,15.4,2140,20.2, 670 ,2.74,1000000.0,M
29041,MO,12.7,960,16.2, 280 ,2.66,436000.0,M
29043,MO,11.0,9090,15.4, 3330 ,2.87,4449000.0,M
29045,MO,14.0,960,20.3, 330 ,2.57,422000.0,M
29047,MO,11.1,26220,14.5, 8480 ,3.0,13420000.0,M
29049,MO,11.6,2380,16.5, 810 ,3.07,1246000.0,M
29051,MO,13.3,10190,16.1, 2820 ,2.84,4942000.0,M
29053,MO,12.8,2260,15.7, 610 ,2.89,1114000.0,M
29055,MO,14.9,3640,20.4, 1160 ,2.67,1658000.0,M
29057,MO,14.3,1080,22.0, 350 ,2.82,521000.0,M
29059,MO,13.6,2230,19.6, 760 ,2.87,1092000.0,M
29061,MO,11.8,980,16.8, 360 ,2.94,491000.0,M
29063,MO,13.9,1740,18.0, 370 ,2.74,814000.0,M
29065,MO,15.1,2350,20.7, 740 ,2.84,1138000.0,M
29067,MO,14.7,1970,22.0, 630 ,2.89,972000.0,M
29069,MO,18.9,5840,24.7, 1980 ,2.45,2443000.0,M
29071,MO,11.5,11760,16.5, 3950 ,2.8,5611000.0,M
29073,MO,11.9,1750,17.3, 540 ,2.76,824000.0,M
29075,MO,13.6,910,18.5, 310 ,2.76,429000.0,M
29077,MO,14.8,42480,17.6, 10610 ,2.9,21050000.0,M
29079,MO,14.7,1490,20.4, 480 ,2.91,741000.0,M
29081,MO,13.7,1180,19.8, 420 ,2.94,593000.0,M
29083,MO,14.8,3230,21.7, 1060 ,2.49,1374000.0,M
29085,MO,14.8,1380,23.4, 370 ,2.69,634000.0,M
29087,MO,12.0,540,15.5, 140 ,2.82,260000.0,M
29089,MO,13.6,1380,19.1, 430 ,2.96,698000.0,M
29091,MO,16.0,6410,22.3, 2170 ,2.58,2826000.0,M
29093,MO,16.3,1670,23.6, 500 ,2.76,786000.0,M
29095,MO,16.2,111300,18.1, 29810 ,2.87,54472000.0,M
29097,MO,13.3,15770,18.1, 5430 ,2.74,7372000.0,M
29099,MO,10.9,24240,16.0, 8520 ,3.0,12408000.0,M
29101,MO,14.7,7950,16.5, 1940 ,2.76,3739000.0,M
29103,MO,13.8,550,19.7, 190 ,2.7,253000.0,M
29105,MO,14.7,5200,20.1, 1750 ,2.51,2226000.0,M
29107,MO,12.2,4000,17.9, 1360 ,2.94,2006000.0,M
29109,MO,12.8,4900,19.4, 1880 ,2.93,2452000.0,M
29111,MO,13.1,1320,17.5, 410 ,2.7,608000.0,M
29113,MO,11.8,6460,17.0, 2430 ,2.7,2981000.0,M
29115,MO,14.5,1780,21.6, 630 ,2.69,817000.0,M
29117,MO,14.1,2110,18.9, 610 ,2.92,1053000.0,M
29119,MO,12.8,2920,19.0, 1130 ,3.2,1594000.0,M
29121,MO,13.8,2110,20.0, 740 ,2.65,953000.0,M
29123,MO,14.6,1790,19.2, 530 ,2.8,856000.0,M
29125,MO,14.1,1270,22.0, 410 ,2.87,622000.0,M
29127,MO,15.1,4340,19.1, 1300 ,2.64,1958000.0,M
29129,MO,13.5,490,18.1, 170 ,2.63,220000.0,M
29131,MO,13.6,3390,19.4, 1150 ,3.32,1920000.0,M
29133,MO,21.7,3010,27.0, 830 ,2.59,1330000.0,M
29135,MO,11.5,1830,16.6, 660 ,3.01,939000.0,M
29137,MO,13.1,1140,18.9, 370 ,2.57,500000.0,M
29139,MO,13.2,1540,18.4, 490 ,2.71,711000.0,M
29141,MO,16.2,3250,23.5, 1040 ,2.94,1632000.0,M
29143,MO,19.7,3540,24.6, 1040 ,2.7,1631000.0,M
29145,MO,12.0,6980,16.4, 2310 ,2.57,3067000.0,M
29147,MO,16.5,3760,19.2, 720 ,3.07,1967000.0,M
29149,MO,15.8,1710,24.1, 580 ,2.74,800000.0,M
29151,MO,9.6,1300,13.5, 430 ,2.98,660000.0,M
29153,MO,17.1,1600,25.2, 460 ,2.96,809000.0,M
29155,MO,23.2,4020,25.6, 1180 ,2.65,1817000.0,M
29157,MO,10.0,1920,14.1, 650 ,2.78,910000.0,M
29159,MO,13.6,5740,18.5, 1960 ,2.62,2567000.0,M
29161,MO,15.6,6980,18.1, 1710 ,2.65,3158000.0,M
29163,MO,13.6,2520,17.9, 730 ,2.69,1158000.0,M
29165,MO,10.8,10450,13.7, 3170 ,3.24,5769000.0,M
29167,MO,13.4,4200,16.7, 1230 ,2.55,1828000.0,M
29169,MO,14.9,7890,17.7, 2100 ,3.11,4191000.0,M
29171,MO,13.8,670,19.9, 210 ,2.55,291000.0,M
29173,MO,11.5,1170,17.1, 380 ,2.74,546000.0,M
29175,MO,14.2,3540,18.4, 1020 ,2.52,1523000.0,M
29177,MO,12.9,2960,20.4, 1080 ,3.01,1522000.0,M
29179,MO,13.5,860,18.7, 250 ,2.89,424000.0,M
29181,MO,16.0,2210,22.3, 710 ,2.64,996000.0,M
29183,MO,9.0,34580,12.8, 11900 ,3.07,18128000.0,M
29185,MO,15.7,1470,23.3, 410 ,2.63,659000.0,M
29186,MO,13.0,2330,19.8, 790 ,2.92,1161000.0,M
29187,MO,14.3,9450,18.2, 2570 ,2.72,4393000.0,M
29189,MO,13.8,137690,14.6, 32440 ,3.12,73306000.0,M
29195,MO,13.3,3070,19.0, 1000 ,2.47,1292000.0,M
29197,MO,14.9,660,20.8, 250 ,2.55,287000.0,M
29199,MO,13.5,660,19.2, 270 ,2.75,309000.0,M
29201,MO,16.2,6290,21.2, 1960 ,2.64,2835000.0,M
29203,MO,18.4,1520,26.8, 490 ,2.7,701000.0,M
29205,MO,13.0,790,20.0, 290 ,2.61,352000.0,M
29207,MO,14.6,4330,19.2, 1240 ,2.97,2196000.0,M
29209,MO,12.7,4000,19.1, 1030 ,3.18,2172000.0,M
29211,MO,11.1,710,16.5, 240 ,2.78,337000.0,M
29213,MO,15.5,8400,21.1, 2440 ,3.19,4568000.0,M
29215,MO,16.4,4210,23.3, 1390 ,2.99,2147000.0,M
29217,MO,13.5,2790,18.7, 930 ,3.01,1432000.0,M
29219,MO,11.2,3770,16.9, 1370 ,2.56,1646000.0,M
29221,MO,14.8,3690,21.9, 1260 ,2.96,1863000.0,M
29223,MO,15.6,2090,21.9, 630 ,2.74,977000.0,M
29225,MO,13.9,5210,19.5, 1990 ,2.9,2576000.0,M
29227,MO,12.0,250,18.1, 80 ,2.96,126000.0,M
29229,MO,16.7,3060,23.5, 1070 ,2.7,1410000.0,M
29510,MO,23.3,73300,22.3, 13970 ,3.0,37585000.0,M
30001,MT,12.1,1130,14.4, 240 ,3.21,619000.0,W
30003,MT,20.2,2690,30.1, 1340 ,3.12,1431000.0,W
30005,MT,17.7,1180,25.3, 510 ,3.26,657000.0,W
30007,MT,9.3,530,14.0, 160 ,3.16,286000.0,W
30009,MT,9.7,1020,15.2, 290 ,3.13,545000.0,W
30011,MT,9.8,130,16.7, 40 ,3.18,71000.0,W
30013,MT,11.9,9730,17.3, 3170 ,3.04,5054000.0,W
30015,MT,13.9,810,20.1, 280 ,3.08,426000.0,W
30017,MT,10.2,1210,14.6, 380 ,3.14,648000.0,W
30019,MT,7.9,140,12.0, 50 ,3.4,81000.0,W
30021,MT,10.7,1000,18.3, 380 ,3.36,574000.0,W
30023,MT,13.0,1180,18.5, 270 ,3.2,645000.0,W
30025,MT,9.3,270,13.9, 110 ,3.36,155000.0,W
30027,MT,12.1,1370,19.3, 450 ,3.1,724000.0,W
30029,MT,12.1,11670,18.8, 4040 ,3.04,6061000.0,W
30031,MT,11.3,11410,13.9, 2860 ,3.18,6198000.0,W
30033,MT,8.5,90,12.9, 30 ,3.13,48000.0,W
30035,MT,20.0,2730,25.8, 1110 ,3.07,1430000.0,W
30037,MT,13.1,100,19.8, 30 ,3.11,53000.0,W
30039,MT,11.7,370,18.7, 110 ,3.19,201000.0,W
30041,MT,14.1,2330,19.9, 900 ,3.16,1258000.0,W
30043,MT,9.3,1080,15.5, 380 ,3.16,583000.0,W
30045,MT,11.6,230,15.6, 50 ,3.1,122000.0,W
30047,MT,13.6,4010,20.9, 1500 ,3.24,2215000.0,W
30049,MT,10.7,7080,15.9, 2280 ,3.11,3760000.0,W
30051,MT,12.4,280,17.3, 60 ,3.06,146000.0,W
30053,MT,14.2,2730,22.3, 780 ,3.06,1424000.0,W
30055,MT,8.4,140,11.0, 50 ,3.33,80000.0,W
