fips,pop_estimate,percent_white,percent_black,percent_native_american,percent_asian,percent_nhpi,percent_multi,percent_nonwhite_hispanic
22019,198753,70.40,24.70,0.30,1.40,0.00,0.40,0.01
22021,10000,81.90,17.00,0.60,0.20,0.00,0.30,0.00
22023,6806,95.40,2.80,0.00,0.30,0.00,0.10,0.01
22025,10044,66.40,32.80,0.10,0.20,0.00,0.20,0.01
22027,16296,46.00,51.30,0.30,0.00,0.00,0.80,0.01
22029,20211,57.70,41.10,0.10,0.20,0.10,0.30,0.01
22031,27164,59.80,36.90,1.10,0.20,0.10,0.50,0.01
22033,446167,47.70,45.70,0.20,3.40,0.00,0.30,0.02
22035,7318,27.80,71.60,0.00,0.00,0.00,0.60,0.00
22037,19553,53.70,44.70,0.30,0.20,0.00,0.50,0.01
22039,33750,68.00,27.60,0.10,0.40,0.00,0.50,0.02
22041,20388,65.50,33.40,0.00,0.00,0.00,0.90,0.00
22043,22305,78.80,15.30,1.50,0.20,0.00,0.80,0.03
22045,73346,61.50,31.50,0.10,2.80,0.00,0.60,0.02
22047,33122,49.50,48.90,0.30,0.10,0.00,0.40,0.01
22049,15952,68.10,30.10,0.10,0.50,0.00,0.30,0.00
22051,437038,63.20,26.60,0.40,4.30,0.00,0.20,0.04
22053,31405,80.30,16.30,0.90,0.40,0.00,0.70,0.00
22055,238230,69.80,25.80,0.20,1.80,0.00,0.30,0.01
22057,98112,78.90,13.10,2.50,0.80,0.00,0.50,0.02
22059,14930,84.90,12.10,1.30,0.00,0.10,0.70,0.01
22061,47536,53.80,40.60,0.20,1.80,0.00,0.50,0.02
22063,137096,91.00,6.00,0.20,0.50,0.00,0.30,0.01
22065,11616,35.70,63.50,0.10,0.00,0.00,0.30,0.00
22067,26290,49.80,47.90,0.10,0.40,0.00,0.70,0.01
22069,39051,54.00,40.90,1.20,0.70,0.00,0.50,0.01
22071,388182,34.10,59.80,0.20,3.00,0.00,0.10,0.02
22073,156433,59.90,37.50,0.20,1.00,0.00,0.30,0.01
22075,23394,68.80,20.90,1.00,3.30,0.00,1.00,0.03
22077,22271,61.40,35.40,0.30,0.20,0.00,0.70,0.01
22079,132080,63.80,32.00,0.60,1.60,0.00,0.30,0.01
22081,8723,57.60,37.50,0.40,0.00,0.20,1.70,0.01
22083,20619,61.80,36.10,0.00,0.50,0.00,0.50,0.01
22085,24145,70.20,16.60,8.00,0.40,0.00,1.00,0.02
22087,45067,69.90,22.60,0.60,2.40,0.10,0.60,0.03
22089,52728,69.90,26.60,0.30,1.10,0.00,0.40,0.01
22091,10509,44.10,54.00,0.80,0.20,0.00,0.70,0.00
22093,21485,48.50,49.80,0.10,0.20,0.00,0.50,0.01
22095,43565,40.70,55.50,0.00,0.90,0.00,0.80,0.01
22097,83580,56.20,41.00,0.10,0.30,0.00,0.50,0.00
22099,53609,66.00,29.40,0.60,1.00,0.00,0.80,0.01
22101,52578,60.80,31.10,1.10,1.40,0.00,0.80,0.02
22103,249201,83.40,11.70,0.50,1.60,0.00,0.40,0.01
22105,128850,67.20,29.50,0.30,0.70,0.00,0.40,0.00
22107,4771,43.90,55.40,0.00,0.10,0.00,0.30,0.00
22109,113067,71.00,19.30,5.50,0.90,0.10,0.60,0.01
22111,22537,71.80,25.40,0.10,0.10,0.10,1.00,0.01
22113,59841,81.10,14.30,0.50,2.20,0.00,0.50,0.01
22115,51906,76.20,14.60,1.50,1.90,0.40,0.50,0.03
22117,46449,67.10,30.10,0.30,0.20,0.00,0.80,0.01
22119,40043,63.60,34.40,0.40,0.30,0.10,0.30,0.00
22121,25518,58.70,38.80,0.30,0.30,0.00,0.60,0.01
22123,11274,80.90,15.90,0.40,0.00,0.10,0.50,0.02
22125,15376,53.30,44.90,0.20,0.50,0.00,0.40,0.00
22127,14631,66.90,31.20,0.50,0.00,0.00,0.70,0.00
23001,107317,92.00,1.80,0.20,0.80,0.00,0.40,0.01
23003,68840,95.10,0.90,1.70,0.40,0.00,0.20,0.00
23005,289173,92.10,2.90,0.20,2.10,0.00,0.20,0.01
23007,30177,96.60,0.30,0.40,0.50,0.10,0.40,0.00
23009,54468,96.00,0.80,0.40,1.00,0.10,0.30,0.00
23011,121289,95.90,0.90,0.60,0.90,0.00,0.30,0.00
23013,39700,96.50,0.70,0.40,0.60,0.00,0.30,0.00
23015,34021,97.20,0.30,0.50,0.90,0.00,0.30,0.00
23017,57230,96.40,0.30,0.30,0.60,0.00,0.40,0.00
23019,152284,94.90,0.80,1.10,1.10,0.00,0.20,0.00
23021,16960,96.30,0.50,0.70,0.60,0.00,0.50,0.00
23023,35149,95.60,0.70,0.40,0.60,0.00,0.50,0.01
23025,50994,96.80,0.50,0.40,0.30,0.00,0.30,0.00
23027,39280,96.60,0.60,0.30,0.40,0.00,0.30,0.00
23029,31822,91.20,0.50,4.70,0.50,0.00,0.30,0.01
23031,201454,95.90,0.90,0.40,1.20,0.00,0.20,0.00
24001,72591,88.40,8.10,0.20,0.80,0.00,0.50,0.01
24003,564600,73.90,16.20,0.20,3.70,0.10,0.20,0.03
24005,828637,62.10,27.90,0.30,5.90,0.00,0.20,0.02
24009,90824,81.30,11.90,0.20,1.70,0.00,0.60,0.01
24011,32785,80.30,13.30,0.30,0.60,0.10,0.70,0.03
24013,167319,92.20,3.30,0.20,1.70,0.00,0.30,0.01
24015,102416,88.30,6.80,0.30,1.50,0.00,0.40,0.02
24017,156021,46.80,43.20,0.60,3.20,0.10,0.60,0.02
24019,32386,65.90,27.50,0.10,1.00,0.00,1.00,0.03
24021,246105,81.20,9.00,0.30,4.50,0.10,0.30,0.02
24023,29516,97.20,0.60,0.20,0.40,0.00,0.40,0.00
24025,250132,79.40,13.50,0.20,2.60,0.00,0.30,0.02
24027,312495,58.70,18.50,0.20,17.40,0.00,0.30,0.02
24029,19666,82.20,14.80,0.20,1.10,0.00,0.60,0.00
24031,1039198,54.30,18.10,0.30,14.80,0.00,0.20,0.10
24033,905161,18.80,63.20,0.40,4.30,0.00,0.20,0.12
24035,49071,89.30,7.00,0.10,0.50,0.10,0.50,0.01
24037,110979,78.80,14.30,0.20,2.80,0.00,0.50,0.01
24039,25801,53.10,42.00,0.40,1.00,0.10,0.50,0.02
24041,37461,83.10,11.60,0.10,1.40,0.10,0.70,0.01
24043,149546,82.90,10.50,0.20,1.80,0.00,0.40,0.02
24045,102014,67.70,25.30,0.20,3.30,0.10,0.50,0.01
24047,51559,82.70,13.50,0.20,1.40,0.10,0.50,0.01
24510,619796,30.30,62.80,0.30,2.60,0.00,0.20,0.02
25001,213900,92.20,2.70,0.50,1.50,0.10,0.30,0.01
25003,127751,91.10,2.70,0.30,1.60,0.00,0.30,0.02
25005,557016,85.30,3.80,0.10,2.20,0.10,0.20,0.05
25007,17275,88.10,3.90,1.60,0.30,0.00,1.60,0.00
25009,775860,80.60,4.00,0.20,3.40,0.00,0.20,0.11
25011,70926,93.60,1.40,0.20,1.60,0.10,0.30,0.01
25013,469188,80.40,8.70,0.30,2.20,0.00,0.30,0.08
25015,161197,88.10,2.90,0.20,5.30,0.00,0.30,0.01
25017,1582857,77.90,5.20,0.20,11.20,0.00,0.10,0.03
25019,10912,80.60,8.30,0.60,2.40,0.10,2.90,0.02
25021,694389,79.40,6.60,0.10,10.40,0.00,0.20,0.01
25023,509114,83.90,9.20,0.10,1.20,0.00,0.20,0.02
25025,780685,55.20,22.50,0.30,8.70,0.00,0.30,0.12
25027,818249,84.40,4.80,0.20,4.70,0.00,0.20,0.04
26001,10413,97.20,0.30,0.60,0.40,0.00,0.40,0.00
26003,9254,85.20,7.20,3.30,0.10,0.00,0.90,0.00
26005,114145,94.40,1.40,0.50,0.60,0.00,0.30,0.02
26007,28730,96.80,0.60,0.40,0.50,0.10,0.30,0.01
26009,23133,96.00,0.30,0.90,0.30,0.00,0.30,0.01
26011,15238,96.20,0.50,1.40,0.40,0.00,0.30,0.01
26013,8580,73.50,16.00,4.80,0.50,0.00,1.50,0.01
26015,59607,96.20,0.50,0.20,0.50,0.00,0.30,0.01
26017,105350,94.50,1.70,0.40,0.60,0.00,0.30,0.01
26019,17462,95.90,0.30,1.50,0.40,0.00,0.40,0.00
26021,154948,78.40,14.70,0.30,2.00,0.00,0.40,0.02
26023,43543,93.90,2.40,0.30,0.50,0.00,0.40,0.02
26025,134327,82.20,10.80,0.70,2.10,0.00,0.40,0.01
26027,51397,88.80,4.80,1.10,0.80,0.00,0.50,0.01
26029,26160,95.10,0.40,1.20,0.40,0.10,0.30,0.01
26031,25475,93.20,0.80,2.10,0.40,0.00,0.40,0.00
26033,38023,71.20,6.60,14.10,1.00,0.10,1.00,0.01
26035,30597,96.40,0.50,0.50,0.30,0.00,0.30,0.01
26037,77321,93.70,1.70,0.10,1.60,0.00,0.40,0.01
26039,13821,96.00,0.70,0.50,0.60,0.10,0.60,0.01
26041,36395,93.90,0.30,1.90,0.40,0.00,0.40,0.01
26043,25694,96.60,0.60,0.80,0.60,0.00,0.40,0.00
26045,108586,86.80,6.70,0.60,2.10,0.00,0.30,0.02
26047,32978,92.40,0.60,2.30,0.60,0.10,0.40,0.01
26049,410881,74.90,20.00,0.40,1.00,0.00,0.30,0.01
26051,25324,97.30,0.40,0.70,0.50,0.00,0.20,0.00
26053,15577,90.40,4.30,2.70,0.30,0.10,0.70,0.01
26055,91222,94.70,1.20,1.00,0.60,0.10,0.40,0.01
26057,41319,91.30,5.80,0.40,0.30,0.00,0.40,0.01
26059,45909,97.00,0.80,0.40,0.40,0.00,0.20,0.00
26061,36333,93.40,0.80,0.30,2.90,0.00,0.40,0.00
26063,31750,97.30,0.40,0.40,0.60,0.00,0.20,0.00
26065,286185,75.00,11.10,0.30,6.00,0.00,0.40,0.03
26067,64147,91.40,5.00,0.30,0.40,0.00,0.40,0.02
26069,25317,96.10,0.70,0.80,0.60,0.00,0.40,0.00
26071,11291,95.80,0.80,1.20,0.50,0.00,0.50,0.01
26073,70572,88.50,2.60,2.90,1.70,0.00,0.50,0.01
26075,158989,87.50,8.30,0.40,0.70,0.00,0.30,0.01
26077,259830,81.40,10.90,0.30,2.40,0.00,0.30,0.01
26079,17358,96.20,0.70,0.60,0.40,0.00,0.30,0.00
26081,636376,80.30,9.70,0.40,2.90,0.00,0.30,0.04
26083,2136,98.00,1.60,0.20,0.10,0.00,0.10,0.00
26085,11669,86.90,7.60,0.70,0.20,0.00,1.00,0.01
26087,88205,95.60,1.30,0.40,0.50,0.00,0.30,0.01
26089,21564,92.90,0.50,2.90,0.70,0.00,0.60,0.02
26091,98585,92.70,2.70,0.50,0.30,0.10,0.30,0.02
26093,186946,96.40,0.60,0.30,0.90,0.10,0.20,0.01
26095,6406,79.60,6.90,6.90,0.20,0.00,1.90,0.02
26097,10836,74.70,2.40,17.10,0.60,0.00,1.20,0.01
26099,864019,82.10,11.00,0.30,3.70,0.00,0.20,0.01
26101,24432,91.40,2.90,1.70,0.50,0.00,0.80,0.01
26103,67145,93.30,1.60,0.80,0.90,0.00,0.30,0.00
26105,28800,95.50,0.90,0.80,0.50,0.00,0.40,0.01
26107,43181,93.20,2.50,0.40,0.70,0.00,0.40,0.00
26109,23389,94.30,0.30,2.50,0.40,0.00,0.40,0.01
26111,83489,93.50,1.50,0.50,2.20,0.10,0.30,0.01
26113,14982,96.60,0.50,0.60,0.20,0.00,0.30,0.00
26115,149619,94.50,2.30,0.40,0.60,0.00,0.20,0.00
26117,62956,94.50,2.00,0.60,0.50,0.10,0.30,0.01
26119,9290,96.90,0.20,0.80,0.00,0.00,0.50,0.01
26121,172707,80.70,13.60,0.60,0.50,0.00,0.40,0.01
26123,47899,93.10,1.30,0.80,0.30,0.00,0.30,0.03
26125,1241860,75.60,13.70,0.30,6.80,0.00,0.20,0.01
26127,26317,94.70,1.20,0.90,0.20,0.00,0.60,0.02
26129,20979,96.50,0.30,1.20,0.60,0.00,0.30,0.00
26131,6072,95.80,0.30,1.20,0.10,0.10,0.50,0.01
26133,23221,96.40,1.00,0.80,0.30,0.00,0.30,0.00
26135,8304,96.60,0.60,0.50,0.10,0.10,0.40,0.00
26137,24247,95.90,0.40,0.60,0.50,0.00,0.50,0.00
26139,280243,90.00,1.40,0.30,2.70,0.00,0.30,0.04
26141,12854,96.70,0.50,0.40,0.40,0.00,0.30,0.00
26143,23934,96.90,0.30,0.90,0.20,0.00,0.40,0.00
26145,193803,75.10,18.50,0.30,1.20,0.00,0.50,0.03
26147,159761,93.60,2.10,0.20,0.70,0.00,0.20,0.01
26149,60890,90.90,2.50,0.40,0.50,0.00,0.30,0.03
26151,41535,96.70,0.60,0.40,0.40,0.00,0.20,0.01
26153,8114,86.80,0.60,7.10,0.40,0.00,1.40,0.00
26155,68617,96.80,0.40,0.20,0.50,0.00,0.20,0.00
26157,53569,96.50,1.20,0.30,0.30,0.00,0.20,0.00
26159,75190,86.40,3.30,0.90,0.60,0.10,0.50,0.06
26161,361509,73.90,11.90,0.30,8.70,0.00,0.30,0.01
26163,1763822,53.20,39.10,0.30,3.10,0.00,0.10,0.02
26165,32915,96.00,0.70,0.50,0.70,0.00,0.40,0.01
27001,15841,95.10,0.50,2.20,0.40,0.00,0.40,0.00
27003,344861,84.60,5.60,0.60,4.30,0.00,0.30,0.02
27005,33552,87.70,0.50,7.70,0.60,0.00,0.50,0.01
27007,45847,73.50,1.00,20.90,0.80,0.10,0.80,0.01
27009,39360,93.30,2.80,0.40,1.10,0.00,0.60,0.00
27011,5039,99.30,0.30,0.00,0.00,0.00,0.40,0.00
27013,65767,91.50,3.30,0.30,2.10,0.00,0.40,0.01
27015,25243,96.00,0.30,0.20,0.70,0.10,0.30,0.02
27017,35408,89.40,1.60,5.30,0.50,0.00,0.60,0.01
27019,98799,92.80,1.50,0.20,2.60,0.00,0.30,0.01
27021,28810,84.60,0.40,11.30,0.60,0.00,0.40,0.01
27023,12040,92.60,0.60,1.60,0.70,1.00,0.40,0.03
27025,54297,95.40,1.40,0.50,1.00,0.00,0.20,0.00
27027,62040,91.60,2.60,1.40,1.10,0.00,0.50,0.01
27029,8824,86.30,0.40,8.60,0.40,0.10,0.80,0.01
27031,5270,87.00,0.50,8.20,0.80,0.00,0.80,0.01
27033,11437,90.10,0.60,0.50,2.80,0.30,0.40,0.04
27035,63505,96.00,0.60,1.10,0.40,0.00,0.30,0.01
27037,414655,83.10,5.70,0.30,4.70,0.00,0.20,0.03
27039,20485,96.20,0.30,0.30,0.80,0.00,0.40,0.01
27041,36891,97.10,0.70,0.40,0.10,0.00,0.20,0.01
27043,13966,97.30,0.20,0.10,0.30,0.00,0.30,0.01
27045,20825,98.10,0.50,0.10,0.50,0.00,0.20,0.00
27047,30619,94.20,1.30,0.30,1.90,0.00,0.30,0.02
27049,46138,94.50,1.00,1.00,0.50,0.00,0.60,0.01
27051,5923,97.50,0.20,0.20,0.10,0.00,0.30,0.00
27053,1224763,73.10,12.70,0.70,7.00,0.00,0.20,0.03
27055,18709,97.10,0.70,0.20,0.50,0.00,0.40,0.00
27057,20743,94.00,1.00,2.20,0.60,0.00,0.50,0.01
27059,38584,95.60,0.60,0.30,1.00,0.00,0.30,0.01
27061,45237,93.00,0.40,3.70,0.40,0.00,0.40,0.00
27063,10104,95.20,0.10,0.10,2.50,0.00,0.50,0.01
27065,15948,96.40,0.40,0.90,0.50,0.00,0.40,0.00
27067,42577,88.10,4.30,0.40,0.80,0.00,0.40,0.06
27069,4384,97.90,0.80,0.20,0.40,0.00,0.50,0.00
27071,12776,93.60,0.90,3.70,0.50,0.00,0.50,0.00
27073,6840,96.70,1.20,0.20,0.40,0.00,0.30,0.01
27075,10578,96.80,1.00,0.50,0.00,0.00,0.40,0.00
27077,3841,93.50,0.00,0.20,0.80,0.00,1.00,0.02
27079,27810,96.10,0.90,0.20,0.40,0.00,0.30,0.01
27081,5724,97.70,0.30,0.70,0.20,0.00,0.30,0.01
27083,25789,88.10,3.30,0.40,3.80,0.00,0.60,0.04
27085,35816,95.30,0.30,0.20,0.60,0.00,0.40,0.02
27087,5500,46.60,0.30,42.80,0.50,0.30,1.40,0.03
27089,9397,97.00,0.30,0.30,0.30,0.00,0.30,0.01
27091,20084,97.10,0.30,0.10,0.90,0.00,0.50,0.01
27093,23105,97.30,0.70,0.10,0.30,0.10,0.20,0.01
27095,25635,90.70,0.40,4.90,0.80,0.10,0.50,0.01
27097,32880,96.90,0.60,0.30,0.50,0.00,0.40,0.01
27099,39386,90.30,3.40,0.10,2.40,0.00,0.70,0.02
27101,8394,96.90,0.60,0.30,1.10,0.00,0.30,0.00
27103,33477,92.90,3.00,0.20,1.60,0.00,0.40,0.01
27105,21854,78.10,4.30,0.60,6.30,0.00,0.70,0.10
27107,6589,93.10,0.90,2.10,0.60,0.00,0.80,0.02
27109,151685,84.70,5.70,0.30,5.80,0.00,0.40,0.01
27111,57790,95.20,1.40,0.40,0.60,0.00,0.20,0.01
27113,14197,94.00,1.60,1.70,0.90,0.00,0.60,0.01
27115,29057,91.40,2.10,2.40,0.50,0.10,0.50,0.01
27117,9229,92.60,1.30,1.00,0.90,0.00,1.50,0.03
27119,31564,92.70,1.80,1.20,0.80,0.10,0.60,0.01
27121,10932,97.10,0.50,0.30,0.40,0.00,0.30,0.01
27123,537893,67.30,11.50,0.70,14.00,0.00,0.30,0.03
27125,4017,95.10,0.40,1.50,0.40,0.00,0.60,0.01
27127,15430,88.80,0.80,4.80,3.00,0.00,0.30,0.02
27129,14798,91.80,0.50,1.30,0.50,0.00,0.40,0.05
27131,65251,87.90,4.70,0.40,2.20,0.00,0.50,0.03
27133,9433,96.30,1.00,0.70,1.00,0.00,0.40,0.01
27135,15537,93.00,0.90,1.20,2.70,0.00,0.50,0.01
27137,200294,92.40,1.60,1.80,1.10,0.00,0.20,0.01
27139,141463,84.50,3.50,0.80,6.00,0.10,0.40,0.03
27141,92024,93.00,2.30,0.50,1.10,0.00,0.40,0.01
27143,14888,96.90,0.60,0.20,0.70,0.00,0.20,0.01
27145,155300,89.50,5.10,0.30,2.20,0.00,0.20,0.02
27147,36612,90.90,3.30,0.20,1.20,0.00,0.50,0.04
27149,9759,93.20,1.00,2.20,1.90,0.30,0.80,0.01
27151,9448,94.90,2.30,0.00,0.30,0.10,0.40,0.02
27153,24423,95.40,0.40,0.60,0.40,0.00,0.30,0.02
27155,3357,92.70,0.60,4.00,0.30,0.00,1.10,0.00
27157,21490,97.30,0.40,0.20,0.40,0.00,0.20,0.00
27159,13626,96.30,1.10,0.80,0.40,0.00,0.30,0.00
27161,18898,93.50,2.10,1.00,0.60,0.00,0.70,0.02
27163,250979,86.40,4.10,0.40,5.40,0.10,0.30,0.01
27165,10936,87.40,0.60,0.60,1.00,0.00,0.50,0.10
27167,6398,94.20,0.50,2.90,0.00,0.00,1.20,0.00
27169,50992,93.70,1.50,0.30,2.70,0.00,0.30,0.01
27171,131130,94.70,1.40,0.40,1.20,0.00,0.30,0.01
27173,9930,92.50,0.50,3.90,0.60,0.00,0.50,0.02
28001,31583,42.60,53.20,0.20,0.60,0.00,1.10,0.03
28003,37242,85.10,11.70,0.10,0.30,0.00,0.70,0.01
28005,12574,57.60,42.00,0.00,0.30,0.00,0.20,0.00
28007,18731,54.10,42.90,0.10,0.40,0.00,0.70,0.02
28009,8306,60.80,36.60,0.00,0.00,0.00,0.90,0.02
28011,33121,32.80,64.20,0.30,0.90,0.00,0.10,0.02
28013,14617,66.90,27.30,0.00,0.20,0.30,0.80,0.04
28015,10221,64.60,33.50,0.10,0.70,0.00,1.30,0.00
28017,17305,53.70,43.30,0.10,0.10,0.00,1.20,0.01
28019,8360,68.00,30.90,0.50,0.10,0.10,0.40,0.00
28021,9106,12.10,86.90,0.20,0.40,0.00,0.30,0.00
28023,16089,63.80,35.10,0.10,0.00,0.00,0.60,0.00
28025,19990,39.80,59.00,0.30,0.70,0.00,0.20,0.00
28027,24296,21.60,77.20,0.10,0.50,0.00,0.40,0.00
28029,28748,45.20,51.90,0.00,0.20,0.00,0.70,0.02
28031,19172,62.60,36.10,0.00,0.20,0.10,0.80,0.00
28033,173267,69.60,25.40,0.10,1.20,0.00,0.30,0.02
28035,75835,59.60,36.80,0.20,0.90,0.00,0.60,0.01
28037,7772,63.70,36.00,0.00,0.00,0.00,0.40,0.00
28039,23545,89.10,7.70,0.50,0.90,0.00,0.70,0.01
28041,13801,73.20,25.60,0.20,0.00,0.00,0.90,0.00
28043,21379,55.40,43.30,0.30,0.00,0.00,0.70,0.00
28045,46277,87.40,8.70,0.40,0.20,0.00,0.70,0.01
28047,200491,68.50,24.20,0.50,3.00,0.00,0.40,0.01
28049,243249,26.00,71.90,0.10,0.80,0.00,0.10,0.01
28051,18267,15.80,83.20,0.10,0.30,0.00,0.50,0.00
28053,8678,21.60,75.50,0.20,0.20,0.00,1.20,0.03
28055,1296,34.30,64.90,0.00,0.00,0.00,2.80,0.01
28057,23439,91.10,7.70,0.00,0.20,0.00,0.30,0.01
28059,141314,71.70,22.20,0.40,2.20,0.00,0.40,0.02
28061,16547,45.10,54.10,0.00,0.00,0.00,0.60,0.00
28063,7463,13.20,86.40,0.00,0.40,0.00,0.50,0.00
28065,11639,38.00,61.60,0.00,0.00,0.00,0.20,0.00
28067,68328,68.90,29.00,0.20,0.50,0.10,0.30,0.00
28069,10082,35.90,60.30,3.70,0.00,0.00,0.20,0.00
28071,52744,71.70,23.80,0.10,2.10,0.00,0.40,0.01
28073,60517,76.00,20.00,0.10,1.40,0.00,0.50,0.01
28075,78221,54.50,42.90,0.20,0.70,0.00,0.40,0.01
28077,12659,65.90,33.20,0.00,0.00,0.00,0.40,0.00
28079,22936,51.20,42.40,5.80,0.20,0.00,0.20,0.01
28081,84840,68.30,28.90,0.20,0.80,0.00,0.40,0.01
28083,30113,24.50,73.20,0.00,0.70,0.00,0.70,0.01
28085,34542,68.20,30.80,0.00,0.70,0.00,0.30,0.00
28087,59558,53.90,43.50,0.20,1.00,0.00,0.40,0.00
28089,102212,56.60,38.30,0.20,2.50,0.00,0.20,0.02
28091,25466,65.80,32.10,0.30,0.40,0.10,0.60,0.01
28093,35981,49.30,47.70,0.10,0.10,0.00,0.70,0.02
28095,35967,68.00,30.20,0.00,0.20,0.00,0.80,0.00
28097,10309,54.00,42.10,0.00,0.30,0.00,2.40,0.01
28099,29437,60.20,20.90,16.20,0.40,0.00,1.00,0.01
28101,21437,62.90,30.00,5.10,0.50,0.00,0.60,0.00
28103,10942,27.30,72.10,0.20,0.00,0.00,0.60,0.00
28105,49392,57.70,37.10,0.10,2.90,0.00,0.40,0.01
28107,34229,48.50,50.40,0.10,0.00,0.00,0.70,0.01
28109,55049,84.20,12.90,0.10,0.30,0.00,0.40,0.01
28111,12047,78.80,19.80,0.00,0.10,0.00,0.60,0.00
28113,39763,44.70,53.30,0.50,0.50,0.00,0.50,0.01
28115,31075,78.90,15.30,0.00,0.80,0.00,0.40,0.04
28117,25389,83.90,13.40,0.00,0.10,0.00,0.90,0.01
28119,7537,27.90,71.00,0.00,0.10,0.00,0.40,0.01
28121,149645,76.50,20.00,0.10,1.20,0.00,0.20,0.01
28123,28399,57.70,38.50,0.70,0.30,0.00,0.20,0.03
28125,4631,26.90,72.30,0.10,0.40,0.00,0.80,0.01
28127,27215,62.00,36.50,0.00,0.20,0.00,0.70,0.00
28129,16114,76.00,23.60,0.00,0.00,0.00,0.30,0.00
28131,17981,78.70,19.30,0.40,0.00,0.00,1.10,0.00
28133,26915,24.90,74.00,0.30,0.10,0.00,0.30,0.01
28135,14552,35.60,47.20,0.50,1.50,0.20,0.40,0.15
28137,28333,66.40,30.00,0.10,0.30,0.10,1.10,0.01
28139,21993,79.60,17.00,0.00,0.50,0.10,0.60,0.02
28141,19476,94.80,2.50,0.30,0.10,0.00,0.50,0.01
28143,10276,19.60,78.50,0.00,0.90,0.00,0.80,0.01
28145,28202,81.10,14.90,0.10,0.90,0.20,0.80,0.02
28147,14670,53.10,45.80,0.00,0.50,0.00,0.40,0.00
28149,47510,48.00,50.20,0.10,0.50,0.00,0.30,0.00
28151,48002,25.90,71.90,0.10,0.60,0.00,0.30,0.01
28153,20458,57.80,40.50,0.30,0.50,0.00,0.70,0.01
28155,9868,79.30,19.20,0.20,0.20,0.00,0.70,0.00
28157,9084,27.90,71.30,0.00,0.10,0.00,0.30,0.00
28159,18482,50.60,47.30,1.20,0.00,0.00,0.20,0.01
28161,12426,58.60,40.10,0.40,0.20,0.00,0.10,0.01
28163,27496,38.30,57.00,0.40,0.40,0.00,1.40,0.03
29001,25437,92.20,2.40,0.20,2.50,0.10,0.60,0.01
29003,17358,95.90,1.80,0.10,0.20,0.40,0.60,0.01
29005,5335,97.70,0.40,0.40,0.60,0.00,0.40,0.00
29007,25763,89.50,6.10,0.20,0.20,0.00,1.00,0.01
29009,35398,93.60,0.30,0.70,1.50,0.00,0.40,0.02
29011,11942,93.70,0.20,1.90,0.60,0.00,0.90,0.02
29013,16405,95.90,1.20,0.50,0.20,0.10,0.50,0.01
29015,18918,96.80,0.40,0.70,0.10,0.00,0.40,0.00
29017,12347,97.70,0.40,0.70,0.40,0.00,0.50,0.00
29019,174589,81.40,8.50,0.30,4.20,0.10,0.50,0.01
29021,89425,88.20,5.60,0.30,1.00,0.20,0.60,0.02
29023,42826,90.70,5.40,0.50,0.70,0.00,0.70,0.00
29025,9046,96.20,0.50,0.50,0.40,0.00,0.50,0.01
29027,44793,91.80,4.30,0.50,0.80,0.00,0.60,0.00
29029,44855,96.20,0.80,0.60,0.60,0.00,0.30,0.01
29031,78013,88.00,7.90,0.20,1.40,0.00,0.60,0.01
29033,8909,96.00,0.90,0.00,0.30,0.00,0.50,0.00
29035,6255,95.40,0.00,1.40,0.00,0.00,1.40,0.01
29037,101888,91.80,3.70,0.60,0.80,0.00,0.40,0.01
29039,13862,96.60,0.10,0.00,0.20,0.20,0.50,0.00
29041,7586,95.80,2.40,0.20,0.10,0.00,0.40,0.00
29043,83028,95.60,0.60,0.50,0.50,0.10,0.40,0.01
29045,6807,97.70,0.30,0.20,0.10,0.00,0.50,0.00
29047,236068,86.00,5.70,0.40,2.30,0.20,0.40,0.03
29049,20495,95.20,2.00,0.50,0.30,0.00,0.30,0.01
29051,76749,83.20,11.70,0.30,1.40,0.10,0.40,0.01
29053,17620,89.10,6.50,0.30,0.30,0.10,0.70,0.01
29055,24387,96.80,0.30,0.00,0.10,0.00,0.20,0.01
29057,7581,95.60,0.40,0.70,0.10,0.10,0.60,0.00
29059,16441,95.90,0.10,1.00,0.20,0.00,0.80,0.01
29061,8300,97.30,0.80,0.70,0.20,0.00,0.40,0.00
29063,12564,86.10,9.80,0.70,0.20,0.10,0.60,0.00
29065,15566,96.00,0.50,0.90,0.40,0.00,0.60,0.00
29067,13391,98.90,0.10,0.10,0.10,0.00,0.20,0.00
29069,30905,84.50,9.70,0.40,0.40,0.00,0.60,0.03
29071,102413,96.20,0.80,0.20,0.60,0.00,0.30,0.01
29073,14769,97.50,0.60,0.40,0.20,0.00,0.50,0.00
29075,6688,96.70,0.90,0.70,0.40,0.10,0.70,0.00
29077,286759,90.50,3.30,0.50,1.90,0.10,0.20,0.01
29079,10111,96.20,0.60,1.00,0.30,0.10,0.60,0.01
29081,8615,97.10,0.80,0.20,0.00,0.00,0.70,0.01
29083,21834,95.70,1.50,0.70,0.20,0.00,0.40,0.00
29085,9352,96.50,0.10,1.70,0.00,0.10,0.70,0.00
29087,4499,96.70,0.30,1.60,0.40,0.00,0.70,0.00
29089,10144,91.80,5.10,0.50,0.20,0.10,0.60,0.00
29091,40139,95.90,0.30,0.40,0.50,0.00,0.40,0.01
29093,10286,96.00,1.50,0.70,0.00,0.00,0.60,0.00
29095,688554,66.60,23.60,0.40,1.80,0.30,0.30,0.05
